name,Age,G,GS,MP,FG,FGA,FGP,Three_P,Three_PA,Three_PP,Two_P,Two_PA,Two_PP,eFGP,FT,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,year,place,team,team_abbr
Avery Bradley,21,64,28,1368,200,402,0.498,22,54,0.407,178,348,0.511,0.525,62,78,0.795,34,81,115,87,43,12,75,109,484,2012,Boston,Celtics,BOS
Mickaël Piétrus,29,42,6,921,104,270,0.385,61,182,0.335,43,88,0.489,0.498,20,31,0.645,18,112,130,25,21,10,33,81,289,2012,Boston,Celtics,BOS
Greg Stiemsma,26,55,3,766,66,121,0.545,0,0,0.0,66,121,0.545,0.545,29,41,0.707,48,129,177,28,37,85,33,144,161,2012,Boston,Celtics,BOS
Keyon Dooling,31,46,2,662,66,163,0.405,27,81,0.333,39,82,0.476,0.488,23,31,0.742,3,36,39,51,13,2,34,57,182,2012,Boston,Celtics,BOS
Jermaine O'Neal,33,25,24,570,52,120,0.433,0,0,0.0,52,120,0.433,0.433,21,31,0.677,37,98,135,10,8,43,21,80,125,2012,Boston,Celtics,BOS
Sasha Pavlović,28,45,7,527,50,128,0.391,17,58,0.293,33,70,0.471,0.457,3,8,0.375,4,68,72,18,20,15,20,54,120,2012,Boston,Celtics,BOS
Marquis Daniels,31,38,0,484,52,143,0.364,0,10,0.0,52,133,0.391,0.364,17,23,0.739,16,50,66,47,21,9,28,36,121,2012,Boston,Celtics,BOS
Chris Wilcox,29,28,4,481,64,107,0.598,0,0,0.0,64,107,0.598,0.598,24,39,0.615,38,84,122,12,11,9,30,64,152,2012,Boston,Celtics,BOS
E'Twaun Moore,22,38,0,331,43,113,0.381,17,45,0.378,26,68,0.382,0.456,7,7,1.0,4,29,33,34,11,3,21,33,110,2012,Boston,Celtics,BOS
JaJuan Johnson,22,36,0,298,54,121,0.446,0,0,0.0,54,121,0.446,0.446,6,9,0.667,20,38,58,6,5,14,14,25,114,2012,Boston,Celtics,BOS
Ryan Hollins,27,15,1,160,18,28,0.643,0,0,0.0,18,28,0.643,0.643,6,20,0.3,9,17,26,3,1,5,11,23,42,2012,Boston,Celtics,BOS
Sean Williams,25,3,0,42,2,6,0.333,0,0,0.0,2,6,0.333,0.333,7,7,1.0,4,8,12,3,3,3,3,4,11,2012,Boston,Celtics,BOS
Andre Iguodala,28,62,62,2209,287,632,0.454,76,193,0.394,211,439,0.481,0.514,121,196,0.617,56,325,381,339,107,30,115,92,771,2012,Philadelphia,76ers,PHI
Jrue Holiday,21,65,65,2196,360,834,0.432,65,171,0.38,295,663,0.445,0.471,94,120,0.783,57,155,212,290,103,18,135,137,879,2012,Philadelphia,76ers,PHI
Thaddeus Young,23,63,1,1755,348,687,0.507,1,4,0.25,347,683,0.508,0.507,111,144,0.771,137,188,325,74,64,41,55,127,808,2012,Philadelphia,76ers,PHI
Elton Brand,32,60,60,1732,287,581,0.494,0,1,0.0,287,580,0.495,0.494,85,116,0.733,145,284,429,97,58,97,65,176,659,2012,Philadelphia,76ers,PHI
Evan Turner,23,65,20,1713,263,590,0.446,11,49,0.224,252,541,0.466,0.455,73,108,0.676,27,349,376,180,40,20,105,117,610,2012,Philadelphia,76ers,PHI
Lou Williams,25,64,0,1682,318,782,0.407,83,229,0.362,235,553,0.425,0.46,237,292,0.812,30,125,155,221,53,18,71,90,956,2012,Philadelphia,76ers,PHI
Jodie Meeks,24,66,50,1644,191,467,0.409,97,266,0.365,94,201,0.468,0.513,77,85,0.906,17,144,161,54,40,3,29,82,556,2012,Philadelphia,76ers,PHI
Spencer Hawes,23,37,29,920,156,319,0.489,3,12,0.25,153,307,0.498,0.494,40,55,0.727,78,192,270,98,16,48,55,100,355,2012,Philadelphia,76ers,PHI
Nikola Vučević,21,51,15,812,131,291,0.45,3,8,0.375,128,283,0.452,0.455,18,34,0.529,88,158,246,31,20,34,33,111,283,2012,Philadelphia,76ers,PHI
Lavoy Allen,22,41,15,624,79,167,0.473,0,0,0.0,79,167,0.473,0.473,11,14,0.786,47,124,171,34,13,18,20,73,169,2012,Philadelphia,76ers,PHI
Tony Battie,35,27,11,295,19,51,0.373,0,1,0.0,19,50,0.38,0.373,4,4,1.0,8,59,67,16,4,6,4,26,42,2012,Philadelphia,76ers,PHI
Sam Young,26,14,0,135,13,44,0.295,5,8,0.625,8,36,0.222,0.352,9,14,0.643,6,15,21,6,6,4,7,11,40,2012,Philadelphia,76ers,PHI
Craig Brackins,24,14,1,88,9,33,0.273,3,9,0.333,6,24,0.25,0.318,1,2,0.5,5,10,15,8,0,1,4,6,22,2012,Philadelphia,76ers,PHI
Andrés Nocioni,32,11,1,56,5,20,0.25,1,6,0.167,4,14,0.286,0.275,6,11,0.545,1,13,14,1,1,1,5,4,17,2012,Philadelphia,76ers,PHI
Xavier Silas,24,2,0,39,4,15,0.267,1,6,0.167,3,9,0.333,0.3,2,3,0.667,2,2,4,3,0,0,3,5,11,2012,Philadelphia,76ers,PHI
Francisco Elson,35,5,0,16,1,3,0.333,0,0,0.0,1,3,0.333,0.333,0,0,0.0,0,1,1,1,1,1,1,0,2,2012,Philadelphia,76ers,PHI
Kris Humphries,26,62,62,2162,323,671,0.481,0,0,0.0,323,671,0.481,0.481,209,278,0.752,233,448,681,90,50,74,119,173,855,2012,Brooklyn,Nets,BRK
Deron Williams,27,55,55,1999,391,961,0.407,115,342,0.336,276,619,0.446,0.467,257,305,0.843,23,160,183,481,67,20,219,121,1154,2012,Brooklyn,Nets,BRK
MarShon Brooks,23,56,47,1648,274,640,0.428,47,150,0.313,227,490,0.463,0.465,113,148,0.764,70,130,200,131,52,15,118,116,708,2012,Brooklyn,Nets,BRK
Anthony Morrow,26,62,18,1636,272,658,0.413,106,286,0.371,166,372,0.446,0.494,97,104,0.933,31,96,127,61,46,9,70,86,747,2012,Brooklyn,Nets,BRK
Shelden Williams,28,58,35,1276,96,201,0.478,0,0,0.0,96,201,0.478,0.478,76,104,0.731,141,209,350,35,47,39,66,149,268,2012,Brooklyn,Nets,BRK
DeShawn Stevenson,30,51,30,960,49,172,0.285,41,145,0.283,8,27,0.296,0.404,9,16,0.563,7,94,101,41,19,4,19,59,148,2012,Brooklyn,Nets,BRK
Johan Petro,26,59,10,920,109,260,0.419,1,1,1.0,108,259,0.417,0.421,31,37,0.838,68,156,224,45,21,23,38,122,250,2012,Brooklyn,Nets,BRK
Jordan Farmar,25,39,5,831,147,315,0.467,55,125,0.44,92,190,0.484,0.554,57,63,0.905,7,54,61,129,24,2,68,49,406,2012,Brooklyn,Nets,BRK
Sundiata Gaines,25,57,12,793,102,271,0.376,28,82,0.341,74,189,0.392,0.428,59,96,0.615,27,81,108,126,55,2,52,58,291,2012,Brooklyn,Nets,BRK
Gerald Green,26,31,2,781,154,320,0.481,43,110,0.391,111,210,0.529,0.548,49,65,0.754,15,93,108,34,28,17,55,80,400,2012,Brooklyn,Nets,BRK
Jordan Williams,21,43,5,635,77,152,0.507,0,0,0.0,77,152,0.507,0.507,43,66,0.652,66,90,156,11,21,15,23,61,197,2012,Brooklyn,Nets,BRK
Gerald Wallace,29,16,16,573,84,202,0.416,20,52,0.385,64,150,0.427,0.465,55,64,0.859,24,85,109,49,23,11,27,38,243,2012,Brooklyn,Nets,BRK
Shawne Williams,25,25,6,514,42,147,0.286,21,87,0.241,21,60,0.35,0.357,8,11,0.727,20,48,68,16,10,11,13,44,113,2012,Brooklyn,Nets,BRK
Mehmet Okur,32,17,14,454,52,139,0.374,23,72,0.319,29,67,0.433,0.457,3,5,0.6,22,59,81,30,9,5,25,45,130,2012,Brooklyn,Nets,BRK
Damion James,24,7,7,170,13,35,0.371,0,1,0.0,13,34,0.382,0.371,8,12,0.667,7,26,33,3,7,7,12,17,34,2012,Brooklyn,Nets,BRK
Brook Lopez,23,5,5,136,38,77,0.494,0,0,0.0,38,77,0.494,0.494,20,32,0.625,8,10,18,6,1,4,6,8,96,2012,Brooklyn,Nets,BRK
Armon Johnson,22,8,0,119,19,42,0.452,1,3,0.333,18,39,0.462,0.464,6,6,1.0,1,11,12,11,4,0,5,9,45,2012,Brooklyn,Nets,BRK
Keith Bogans,31,5,1,94,8,21,0.381,3,12,0.25,5,9,0.556,0.452,2,5,0.4,5,6,11,3,2,0,3,15,21,2012,Brooklyn,Nets,BRK
Larry Owens,29,7,0,75,4,11,0.364,2,5,0.4,2,6,0.333,0.455,3,4,0.75,2,11,13,4,0,1,2,10,13,2012,Brooklyn,Nets,BRK
Jerry Smith,24,5,0,46,3,14,0.214,1,6,0.167,2,8,0.25,0.25,0,0,0.0,2,5,7,4,5,0,0,5,7,2012,Brooklyn,Nets,BRK
Andre Emmett,29,6,0,45,4,7,0.571,0,1,0.0,4,6,0.667,0.571,5,8,0.625,2,4,6,1,2,1,2,2,13,2012,Brooklyn,Nets,BRK
Dennis Horner,23,8,0,22,1,4,0.25,0,1,0.0,1,3,0.333,0.25,3,4,0.75,2,3,5,0,0,0,1,1,5,2012,Brooklyn,Nets,BRK
Tyson Chandler,29,62,62,2061,241,355,0.679,0,2,0.0,241,353,0.683,0.679,217,315,0.689,212,400,612,56,56,89,102,186,699,2012,New York,Knicks,NYK
Landry Fields,23,66,62,1894,236,513,0.46,31,121,0.256,205,392,0.523,0.49,77,137,0.562,59,219,278,169,79,17,102,99,580,2012,New York,Knicks,NYK
Carmelo Anthony,27,55,55,1876,441,1025,0.43,68,203,0.335,373,822,0.454,0.463,295,367,0.804,88,256,344,200,62,24,144,156,1245,2012,New York,Knicks,NYK
Iman Shumpert,21,59,35,1705,214,534,0.401,48,157,0.306,166,377,0.44,0.446,87,109,0.798,42,144,186,164,101,8,111,173,563,2012,New York,Knicks,NYK
Amar'e Stoudemire,29,47,47,1543,316,654,0.483,5,21,0.238,311,633,0.491,0.487,186,243,0.765,106,261,367,52,38,45,112,138,823,2012,New York,Knicks,NYK
Steve Novak,28,54,0,1020,161,337,0.478,133,282,0.472,28,55,0.509,0.675,22,26,0.846,9,95,104,12,16,9,21,59,477,2012,New York,Knicks,NYK
J.R. Smith,26,35,1,967,165,405,0.407,67,193,0.347,98,212,0.462,0.49,39,55,0.709,29,107,136,84,54,6,46,87,436,2012,New York,Knicks,NYK
Jeremy Lin,23,35,25,940,171,383,0.446,24,75,0.32,147,308,0.477,0.478,146,183,0.798,18,89,107,216,55,9,126,78,512,2012,New York,Knicks,NYK
Jared Jeffries,30,39,4,729,59,144,0.41,3,16,0.188,56,128,0.438,0.42,49,72,0.681,69,83,152,26,29,25,29,89,170,2012,New York,Knicks,NYK
Toney Douglas,25,38,9,656,94,290,0.324,27,117,0.231,67,173,0.387,0.371,22,26,0.846,16,56,72,77,29,1,56,55,237,2012,New York,Knicks,NYK
Henry Walker,24,32,8,620,68,171,0.398,36,113,0.319,32,58,0.552,0.503,17,20,0.85,9,71,80,37,19,7,35,84,189,2012,New York,Knicks,NYK
Baron Davis,32,29,14,595,68,184,0.37,26,85,0.306,42,99,0.424,0.44,16,24,0.667,13,43,56,135,34,3,76,61,178,2012,New York,Knicks,NYK
Mike Bibby,33,39,4,557,35,124,0.282,27,85,0.318,8,39,0.205,0.391,6,8,0.75,5,54,59,80,21,3,20,45,103,2012,New York,Knicks,NYK
Josh Harrellson,22,37,4,540,63,149,0.423,20,59,0.339,43,90,0.478,0.49,16,26,0.615,47,97,144,11,23,20,20,48,162,2012,New York,Knicks,NYK
Renaldo Balkman,27,14,0,115,16,32,0.5,2,9,0.222,14,23,0.609,0.531,8,11,0.727,6,20,26,5,4,3,6,14,42,2012,New York,Knicks,NYK
Jerome Jordan,25,21,0,108,17,33,0.515,0,0,0.0,17,33,0.515,0.515,8,10,0.8,14,13,27,4,1,6,2,15,42,2012,New York,Knicks,NYK
Dan Gadzuric,33,2,0,13,0,2,0.0,0,0,0.0,0,2,0.0,0.0,0,2,0.0,1,4,5,0,1,1,1,4,0,2012,New York,Knicks,NYK
Brandon Jennings,22,66,66,2331,469,1121,0.418,129,388,0.332,340,733,0.464,0.476,193,239,0.808,49,177,226,365,104,22,146,114,1260,2012,Milwaukee,Bucks,MIL
Ersan İlyasova,24,60,41,1655,294,597,0.492,51,112,0.455,243,485,0.501,0.535,143,183,0.781,196,333,529,71,42,44,76,133,782,2012,Milwaukee,Bucks,MIL
Carlos Delfino,29,54,53,1537,182,453,0.402,86,239,0.36,96,214,0.449,0.497,38,48,0.792,20,188,208,123,79,10,66,99,488,2012,Milwaukee,Bucks,MIL
Drew Gooden,30,56,46,1469,287,657,0.437,16,55,0.291,271,602,0.45,0.449,176,208,0.846,130,233,363,144,46,34,109,112,766,2012,Milwaukee,Bucks,MIL
Mike Dunleavy,31,55,3,1445,239,504,0.474,83,208,0.399,156,296,0.527,0.557,116,143,0.811,29,175,204,117,28,8,58,87,677,2012,Milwaukee,Bucks,MIL
Shaun Livingston,26,58,27,1092,127,271,0.469,2,3,0.667,125,268,0.466,0.472,62,79,0.785,39,84,123,122,27,20,66,79,318,2012,Milwaukee,Bucks,MIL
Beno Udrih,29,59,0,1080,146,332,0.44,17,59,0.288,129,273,0.473,0.465,39,55,0.709,26,76,102,227,37,1,77,69,348,2012,Milwaukee,Bucks,MIL
Luc Mbah a Moute,25,43,22,1009,133,261,0.51,1,4,0.25,132,257,0.514,0.511,66,103,0.641,77,150,227,29,40,22,39,93,333,2012,Milwaukee,Bucks,MIL
Monta Ellis,26,21,21,755,145,336,0.432,12,45,0.267,133,291,0.457,0.449,68,89,0.764,4,69,73,123,29,6,54,52,370,2012,Milwaukee,Bucks,MIL
Stephen Jackson,33,26,13,712,97,272,0.357,30,108,0.278,67,164,0.409,0.412,50,60,0.833,16,66,82,77,26,6,66,61,274,2012,Milwaukee,Bucks,MIL
Larry Sanders,23,52,0,643,84,184,0.457,0,2,0.0,84,182,0.462,0.457,18,38,0.474,62,98,160,33,32,76,43,133,186,2012,Milwaukee,Bucks,MIL
Jon Leuer,22,46,12,555,97,191,0.508,3,9,0.333,94,182,0.516,0.516,21,28,0.75,45,75,120,25,14,17,18,67,218,2012,Milwaukee,Bucks,MIL
Tobias Harris,19,42,9,479,79,169,0.467,6,23,0.261,73,146,0.5,0.485,44,54,0.815,30,71,101,22,13,7,31,45,208,2012,Milwaukee,Bucks,MIL
Ekpe Udoh,24,23,5,463,45,110,0.409,0,2,0.0,45,108,0.417,0.409,40,50,0.8,42,65,107,26,15,37,18,59,130,2012,Milwaukee,Bucks,MIL
Andrew Bogut,27,12,12,364,61,136,0.449,0,1,0.0,61,135,0.452,0.449,14,23,0.609,22,78,100,31,12,24,24,36,136,2012,Milwaukee,Bucks,MIL
Jon Brockman,24,35,0,239,15,45,0.333,0,1,0.0,15,44,0.341,0.333,7,15,0.467,33,42,75,9,4,1,10,33,37,2012,Milwaukee,Bucks,MIL
Darington Hobson,24,5,0,39,2,13,0.154,0,6,0.0,2,7,0.286,0.154,0,0,0.0,0,3,3,6,0,0,2,1,4,2012,Milwaukee,Bucks,MIL
Danny Granger,28,62,62,2062,391,941,0.416,123,323,0.381,268,618,0.434,0.481,254,291,0.873,79,228,307,109,62,40,110,144,1159,2012,Indiana,Pacers,IND
Paul George,21,66,66,1958,281,639,0.44,90,234,0.385,191,405,0.472,0.51,146,182,0.802,56,314,370,158,108,38,117,191,798,2012,Indiana,Pacers,IND
Roy Hibbert,25,65,65,1937,332,668,0.497,0,1,0.0,332,667,0.498,0.497,170,239,0.711,213,359,572,108,32,128,128,195,834,2012,Indiana,Pacers,IND
David West,31,66,66,1925,349,716,0.487,2,9,0.222,347,707,0.491,0.489,142,176,0.807,118,315,433,140,52,46,93,160,842,2012,Indiana,Pacers,IND
Darren Collison,24,60,56,1878,230,523,0.44,34,94,0.362,196,429,0.457,0.472,127,153,0.83,30,157,187,287,49,14,114,101,621,2012,Indiana,Pacers,IND
Tyler Hansbrough,26,66,0,1442,194,479,0.405,0,1,0.0,194,478,0.406,0.405,226,278,0.813,113,177,290,30,54,9,65,159,614,2012,Indiana,Pacers,IND
George Hill,25,50,9,1274,168,380,0.442,54,147,0.367,114,233,0.489,0.513,91,117,0.778,31,120,151,145,42,17,52,98,481,2012,Indiana,Pacers,IND
Dahntay Jones,31,65,3,1052,115,281,0.409,33,77,0.429,82,204,0.402,0.468,83,99,0.838,23,94,117,63,23,11,46,119,346,2012,Indiana,Pacers,IND
Lou Amundson,29,60,0,753,89,207,0.43,0,0,0.0,89,207,0.43,0.43,35,82,0.427,94,128,222,14,27,44,45,125,213,2012,Indiana,Pacers,IND
A.J. Price,25,44,1,568,59,174,0.339,26,88,0.295,33,86,0.384,0.414,28,35,0.8,13,48,61,86,20,2,32,30,172,2012,Indiana,Pacers,IND
Lance Stephenson,21,42,1,442,47,125,0.376,4,30,0.133,43,95,0.453,0.392,8,17,0.471,12,41,53,46,21,5,36,30,106,2012,Indiana,Pacers,IND
Leandro Barbosa,29,22,0,436,73,183,0.399,25,59,0.424,48,124,0.387,0.467,25,33,0.758,12,37,49,33,20,0,26,34,196,2012,Indiana,Pacers,IND
Jeff Foster,35,11,0,141,9,18,0.5,1,1,1.0,8,17,0.471,0.528,6,9,0.667,18,24,42,4,8,1,7,26,25,2012,Indiana,Pacers,IND
Jeff Ayres,24,20,1,106,15,36,0.417,0,0,0.0,15,36,0.417,0.417,4,7,0.571,12,21,33,4,3,2,2,16,34,2012,Indiana,Pacers,IND
Kyrylo Fesenko,25,3,0,17,2,5,0.4,0,0,0.0,2,5,0.4,0.4,4,6,0.667,2,7,9,1,2,0,0,2,8,2012,Indiana,Pacers,IND
Luol Deng,26,54,54,2129,311,755,0.412,79,215,0.367,232,540,0.43,0.464,127,165,0.77,77,273,350,157,56,36,96,81,828,2012,Chicago,Bulls,CHI
Carlos Boozer,30,66,66,1948,448,842,0.532,0,1,0.0,448,841,0.533,0.532,95,137,0.693,114,450,564,125,63,24,115,168,991,2012,Chicago,Bulls,CHI
Joakim Noah,26,64,64,1945,249,490,0.508,0,1,0.0,249,489,0.509,0.508,154,206,0.748,242,387,629,160,41,92,92,162,652,2012,Chicago,Bulls,CHI
Ronnie Brewer,26,66,43,1635,190,445,0.427,19,69,0.275,171,376,0.455,0.448,56,100,0.56,72,159,231,137,72,21,59,64,455,2012,Chicago,Bulls,CHI
Kyle Korver,30,65,7,1469,178,412,0.432,118,271,0.435,60,141,0.426,0.575,55,66,0.833,26,133,159,112,36,15,53,110,529,2012,Chicago,Bulls,CHI
Derrick Rose,23,39,39,1375,302,695,0.435,54,173,0.312,248,522,0.475,0.473,194,239,0.812,26,105,131,307,35,28,119,52,852,2012,Chicago,Bulls,CHI
Taj Gibson,26,63,0,1284,200,404,0.495,0,0,0.0,200,404,0.495,0.495,84,135,0.622,135,197,332,47,27,81,60,131,484,2012,Chicago,Bulls,CHI
C.J. Watson,27,49,25,1159,161,437,0.368,68,173,0.393,93,264,0.352,0.446,84,104,0.808,21,84,105,200,45,8,97,103,474,2012,Chicago,Bulls,CHI
Ömer Aşık,25,66,2,971,79,156,0.506,0,0,0.0,79,156,0.506,0.506,47,103,0.456,127,223,350,32,30,68,68,121,205,2012,Chicago,Bulls,CHI
John Lucas III,29,49,2,726,143,358,0.399,55,140,0.393,88,218,0.404,0.476,28,32,0.875,22,54,76,108,19,1,42,42,369,2012,Chicago,Bulls,CHI
Richard Hamilton,33,28,28,697,140,310,0.452,17,46,0.37,123,264,0.466,0.479,29,37,0.784,20,46,66,84,12,1,49,56,326,2012,Chicago,Bulls,CHI
Jimmy Butler,22,42,0,359,32,79,0.405,2,11,0.182,30,68,0.441,0.418,43,56,0.768,23,33,56,14,11,5,14,20,109,2012,Chicago,Bulls,CHI
Brian Scalabrine,33,28,0,122,14,30,0.467,1,7,0.143,13,23,0.565,0.483,3,6,0.5,8,13,21,15,5,6,9,9,32,2012,Chicago,Bulls,CHI
Mike James,36,11,0,120,20,49,0.408,6,10,0.6,14,39,0.359,0.469,7,8,0.875,2,8,10,29,4,2,14,20,53,2012,Chicago,Bulls,CHI
Brandon Knight,20,66,60,2129,319,769,0.415,105,276,0.38,214,493,0.434,0.483,104,137,0.759,33,178,211,251,49,10,171,154,847,2012,Detroit,Pistons,DET
Tayshaun Prince,31,63,63,2087,336,798,0.421,37,104,0.356,299,694,0.431,0.444,89,115,0.774,72,209,281,153,27,32,74,77,798,2012,Detroit,Pistons,DET
Greg Monroe,21,66,66,2082,407,781,0.521,0,1,0.0,407,780,0.522,0.521,201,272,0.739,239,398,637,152,83,46,161,180,1015,2012,Detroit,Pistons,DET
Rodney Stuckey,25,55,48,1644,256,597,0.429,33,104,0.317,223,493,0.452,0.456,267,320,0.834,38,104,142,210,44,10,106,124,812,2012,Detroit,Pistons,DET
Jonas Jerebko,24,64,13,1468,212,453,0.468,32,106,0.302,180,347,0.519,0.503,100,124,0.806,96,212,308,43,41,21,66,162,556,2012,Detroit,Pistons,DET
Jason Maxiell,28,65,42,1466,183,383,0.478,0,2,0.0,183,381,0.48,0.478,58,106,0.547,126,207,333,41,32,50,71,151,424,2012,Detroit,Pistons,DET
Ben Gordon,28,52,21,1398,234,530,0.442,63,147,0.429,171,383,0.446,0.501,117,136,0.86,14,107,121,127,34,11,115,114,648,2012,Detroit,Pistons,DET
Ben Wallace,37,62,11,980,34,86,0.395,1,4,0.25,33,82,0.402,0.401,16,47,0.34,81,188,269,43,47,51,34,60,85,2012,Detroit,Pistons,DET
Damien Wilkins,32,60,2,922,76,193,0.394,7,23,0.304,69,170,0.406,0.412,34,54,0.63,22,78,100,44,29,13,30,85,193,2012,Detroit,Pistons,DET
Austin Daye,23,41,4,603,73,227,0.322,13,62,0.21,60,165,0.364,0.35,35,43,0.814,14,77,91,33,22,21,40,62,194,2012,Detroit,Pistons,DET
Will Bynum,29,36,0,514,74,194,0.381,7,29,0.241,67,165,0.406,0.399,49,64,0.766,10,46,56,66,23,3,54,61,204,2012,Detroit,Pistons,DET
Walker Russell,29,28,0,357,33,95,0.347,4,13,0.308,29,82,0.354,0.368,14,22,0.636,7,19,26,58,18,1,33,29,84,2012,Detroit,Pistons,DET
Charlie Villanueva,27,13,0,180,35,91,0.385,15,45,0.333,20,46,0.435,0.467,6,7,0.857,9,39,48,6,7,5,7,25,91,2012,Detroit,Pistons,DET
Vernon Macklin,25,23,0,135,19,35,0.543,0,0,0.0,19,35,0.543,0.543,8,14,0.571,14,20,34,5,4,4,3,9,46,2012,Detroit,Pistons,DET
Antawn Jamison,35,65,65,2151,421,1044,0.403,91,267,0.341,330,777,0.425,0.447,185,271,0.683,123,285,408,131,51,43,90,164,1118,2012,Cleveland,Cavaliers,CLE
Alonzo Gee,24,63,31,1827,227,551,0.412,44,137,0.321,183,414,0.442,0.452,167,212,0.788,101,221,322,113,83,17,114,149,665,2012,Cleveland,Cavaliers,CLE
Kyrie Irving,19,51,51,1558,350,747,0.469,73,183,0.399,277,564,0.491,0.517,171,196,0.872,44,147,191,275,54,20,160,110,944,2012,Cleveland,Cavaliers,CLE
Tristan Thompson,20,60,25,1424,194,442,0.439,0,2,0.0,194,440,0.441,0.439,106,192,0.552,187,202,389,27,27,62,81,134,494,2012,Cleveland,Cavaliers,CLE
Omri Casspi,23,65,35,1341,166,412,0.403,53,168,0.315,113,244,0.463,0.467,74,108,0.685,63,165,228,66,37,21,64,115,459,2012,Cleveland,Cavaliers,CLE
Anthony Parker,36,51,51,1280,141,326,0.433,50,138,0.362,91,188,0.484,0.509,35,56,0.625,10,128,138,120,38,7,50,65,367,2012,Cleveland,Cavaliers,CLE
