Two_P,Two_PP,Two_PA,Three_P,Three_PP,Three_PA,AST,Age,BLK,DRB,FG,FGP,FGA,FT,FTP,FTA,G,GS,MP,ORB,PF,PTS,STL,TOV,TRB,eFGP,place,name,team,team_abbr,year
148,0.46,322,74,0.349,212,79,27,6,92,222,0.416,534,145,0.906,160,60,0,1462,12,76,663,59,57,104,0.485,Detroit,Jodie Meeks,Pistons,DET,2015
140,0.45,311,49,0.327,150,265,27,2,87,189,0.41,461,147,0.87,169,54,13,1287,13,61,574,33,110,100,0.463,Detroit,D.J. Augustin,Pistons,DET,2015
64,0.393,163,76,0.406,187,67,26,14,116,140,0.4,350,29,0.806,36,54,40,1287,23,98,385,33,42,139,0.509,Detroit,Kyle Singler,Pistons,DET,2015
142,0.428,332,76,0.36,211,272,25,4,83,218,0.401,543,120,0.839,143,41,41,1173,21,64,632,44,90,104,0.471,Detroit,Brandon Jennings,Pistons,DET,2015
53,0.582,91,82,0.36,228,49,29,15,147,135,0.423,319,50,0.794,63,52,11,1160,45,117,402,20,40,192,0.552,Detroit,Anthony Tolliver,Pistons,DET,2015
144,0.407,354,9,0.243,37,132,29,48,150,153,0.391,391,52,0.468,111,28,28,896,52,82,367,37,72,202,0.403,Detroit,Josh Smith,Pistons,DET,2015
155,0.46,337,28,0.337,83,248,24,4,98,183,0.436,420,82,0.796,103,27,27,870,28,73,476,20,95,126,0.469,Detroit,Reggie Jackson,Pistons,DET,2015
63,0.516,122,28,0.368,76,41,27,11,95,91,0.46,198,31,0.861,36,46,0,703,47,77,241,27,26,142,0.53,Detroit,Jonas Jerebko,Pistons,DET,2015
58,0.433,134,11,0.423,26,38,34,8,72,69,0.431,160,19,0.655,29,23,7,571,25,26,168,15,16,97,0.466,Detroit,Tayshaun Prince,Pistons,DET,2015
39,0.375,104,12,0.185,65,104,21,6,44,51,0.302,169,31,0.912,34,34,1,455,4,53,145,19,33,48,0.337,Detroit,Spencer Dinwiddie,Pistons,DET,2015
36,0.581,62,0,0.0,0,5,32,49,61,36,0.581,62,15,0.682,22,49,0,406,32,55,87,12,12,93,0.581,Detroit,Joel Anthony,Pistons,DET,2015
33,0.44,75,9,0.31,29,60,32,0,12,42,0.404,104,5,1.0,5,21,0,272,4,18,98,8,16,16,0.447,Detroit,John Lucas III,Pistons,DET,2015
9,0.45,20,6,0.182,33,11,30,1,20,15,0.283,53,0,0.0,0,23,0,198,0,20,36,3,5,20,0.34,Detroit,Cartier Martin,Pistons,DET,2015
15,0.441,34,4,0.154,26,8,28,4,18,19,0.317,60,7,1.0,7,19,0,163,9,19,49,4,7,27,0.35,Detroit,Shawne Williams,Pistons,DET,2015
3,0.333,9,2,0.182,11,5,22,2,6,5,0.25,20,0,0.0,0,4,0,58,2,5,12,1,2,8,0.3,Detroit,Quincy Miller,Pistons,DET,2015
4,0.5,8,1,0.25,4,2,27,0,3,5,0.417,12,0,0.0,0,3,0,17,1,1,11,1,2,4,0.458,Detroit,Luigi Datome,Pistons,DET,2015
421,0.491,857,157,0.415,378,389,22,20,182,578,0.468,1235,315,0.863,365,75,75,2730,55,146,1628,114,186,237,0.532,Cleveland,Kyrie Irving,Cavaliers,CLE,2015
269,0.48,560,144,0.367,392,168,26,39,589,413,0.434,952,258,0.804,321,75,75,2532,142,140,1228,51,122,731,0.509,Cleveland,Kevin Love,Cavaliers,CLE,2015
504,0.536,940,120,0.354,339,511,30,49,365,624,0.488,1279,375,0.71,528,69,69,2493,51,135,1743,109,272,416,0.535,Cleveland,LeBron James,Cavaliers,CLE,2015
267,0.547,488,0,0.0,0,39,23,61,383,267,0.547,488,159,0.641,248,82,15,2194,274,189,693,34,83,657,0.547,Cleveland,Tristan Thompson,Cavaliers,CLE,2015
83,0.494,168,131,0.39,336,114,29,18,134,214,0.425,504,27,0.818,33,46,45,1461,26,119,586,64,52,160,0.555,Cleveland,J.R. Smith,Cavaliers,CLE,2015
43,0.307,140,68,0.407,167,204,24,2,89,111,0.362,307,29,0.763,38,67,13,1380,37,152,319,24,61,126,0.472,Cleveland,Matthew Dellavedova,Cavaliers,CLE,2015
197,0.59,334,0,0.0,0,39,28,56,207,197,0.59,334,92,0.708,130,46,45,1148,112,113,486,18,69,319,0.59,Cleveland,Timofey Mozgov,Cavaliers,CLE,2015
107,0.484,221,12,0.261,46,51,36,27,138,119,0.446,267,26,0.765,34,57,24,1101,64,58,276,27,33,202,0.468,Cleveland,Shawn Marion,Cavaliers,CLE,2015
61,0.484,126,44,0.338,130,57,24,13,110,105,0.41,256,18,0.667,27,38,1,920,33,71,272,51,49,143,0.496,Cleveland,Iman Shumpert,Cavaliers,CLE,2015
116,0.453,256,22,0.256,86,74,23,10,45,138,0.404,342,47,0.783,60,33,3,786,12,59,345,44,50,57,0.436,Cleveland,Dion Waiters,Cavaliers,CLE,2015
5,0.313,16,32,0.327,98,46,34,4,87,37,0.325,114,3,0.75,4,52,15,701,4,74,109,14,23,91,0.465,Cleveland,Mike Miller,Cavaliers,CLE,2015
11,0.423,26,63,0.36,175,24,34,8,53,74,0.368,201,39,0.848,46,57,2,669,9,67,250,13,13,62,0.525,Cleveland,James Jones,Cavaliers,CLE,2015
111,0.561,198,0,0.0,2,35,32,16,113,111,0.555,200,33,0.733,45,26,26,636,57,58,255,19,35,170,0.555,Cleveland,Anderson Varejão,Cavaliers,CLE,2015
17,0.472,36,31,0.369,84,26,23,2,34,48,0.4,120,9,0.6,15,51,1,493,7,62,136,7,27,41,0.529,Cleveland,Joe Harris,Cavaliers,CLE,2015
20,0.488,41,0,0.0,0,8,30,4,30,20,0.488,41,4,0.5,8,17,0,167,11,27,44,2,21,41,0.488,Cleveland,Kendrick Perkins,Cavaliers,CLE,2015
14,0.467,30,0,0.0,0,2,35,10,23,14,0.467,30,7,0.538,13,22,1,119,6,17,35,2,10,29,0.467,Cleveland,Brendan Haywood,Cavaliers,CLE,2015
9,0.391,23,0,0.0,11,13,28,0,11,9,0.265,34,4,0.667,6,11,0,87,4,1,22,3,3,15,0.265,Cleveland,A.J. Price,Cavaliers,CLE,2015
4,0.333,12,0,0.0,0,5,32,0,15,4,0.333,12,3,0.6,5,12,0,79,5,11,11,1,5,20,0.333,Cleveland,Lou Amundson,Cavaliers,CLE,2015
3,0.3,10,2,0.222,9,8,23,1,4,5,0.263,19,3,0.5,6,8,0,69,1,10,15,6,4,5,0.316,Cleveland,Will Cherry,Cavaliers,CLE,2015
1,0.25,4,0,0.0,0,1,23,0,0,1,0.25,4,2,1.0,2,5,0,14,1,1,4,0,0,1,0.25,Cleveland,Alex Kirk,Cavaliers,CLE,2015
291,0.513,567,78,0.355,220,139,29,22,273,369,0.469,787,191,0.761,251,72,72,2421,103,109,1007,65,108,376,0.518,Miami,Luol Deng,Heat,MIA,2015
194,0.467,415,73,0.294,248,307,28,10,182,267,0.403,663,206,0.774,266,80,37,2368,24,251,813,122,173,206,0.458,Miami,Mario Chalmers,Heat,MIA,2015
480,0.489,982,29,0.284,102,299,33,21,161,509,0.47,1084,284,0.768,370,62,62,1971,58,105,1331,73,209,219,0.483,Miami,Dwyane Wade,Heat,MIA,2015
280,0.485,577,63,0.375,168,95,30,25,264,343,0.46,745,179,0.772,232,44,44,1556,46,69,928,41,95,310,0.503,Miami,Chris Bosh,Heat,MIA,2015
91,0.446,204,27,0.265,102,165,26,8,96,118,0.386,306,32,0.696,46,47,23,1148,12,75,295,42,58,108,0.43,Miami,Norris Cole,Heat,MIA,2015
243,0.628,387,0,0.0,0,6,25,123,337,243,0.628,387,78,0.5,156,48,32,1142,145,129,564,27,58,482,0.628,Miami,Hassan Whiteside,Heat,MIA,2015
116,0.598,194,4,0.308,13,43,36,61,223,120,0.58,207,76,0.667,114,60,20,1132,76,88,320,26,40,299,0.589,Miami,Chris Andersen,Heat,MIA,2015
70,0.461,152,31,0.326,95,48,24,17,125,101,0.409,247,79,0.84,94,62,3,1051,51,89,312,25,39,176,0.472,Miami,James Ennis,Heat,MIA,2015
44,0.4,110,43,0.364,118,130,23,4,96,87,0.382,228,44,0.786,56,51,10,1012,17,76,261,40,81,113,0.476,Miami,Shabazz Napier,Heat,MIA,2015
105,0.459,229,2,0.2,10,46,34,13,187,107,0.448,239,45,0.703,64,62,25,995,71,113,261,21,41,258,0.452,Miami,Udonis Haslem,Heat,MIA,2015
42,0.477,88,60,0.395,152,36,28,17,112,102,0.425,240,28,0.848,33,44,22,924,27,116,292,21,23,139,0.55,Miami,Shawne Williams,Heat,MIA,2015
138,0.552,250,24,0.329,73,139,28,6,59,162,0.502,323,84,0.808,104,26,26,905,30,75,432,28,59,89,0.539,Miami,Goran Dragić,Heat,MIA,2015
13,0.361,36,45,0.341,132,29,27,9,75,58,0.345,168,14,0.778,18,24,13,628,7,76,175,24,24,82,0.479,Miami,Henry Walker,Heat,MIA,2015
35,0.449,78,30,0.357,84,17,31,6,60,65,0.401,162,28,0.757,37,30,6,613,20,67,188,13,24,80,0.494,Miami,Danny Granger,Heat,MIA,2015
52,0.437,119,18,0.375,48,42,22,9,67,70,0.419,167,32,0.681,47,32,2,603,14,42,190,33,30,81,0.473,Miami,Tyler Johnson,Heat,MIA,2015
84,0.472,178,8,0.235,34,32,26,13,77,92,0.434,212,20,0.769,26,24,1,505,12,66,212,15,37,89,0.453,Miami,Michael Beasley,Heat,MIA,2015
20,0.588,34,8,0.421,19,33,27,3,38,28,0.528,53,8,0.615,13,17,4,296,7,41,72,12,22,45,0.604,Miami,Josh McRoberts,Heat,MIA,2015
21,0.457,46,6,0.316,19,12,24,5,24,27,0.415,65,6,0.857,7,24,5,289,24,33,66,8,8,48,0.462,Miami,Justin Hamilton,Heat,MIA,2015
4,0.333,12,3,0.429,7,3,29,0,1,7,0.368,19,3,0.75,4,5,2,89,0,8,20,4,4,1,0.447,Miami,Shannon Brown,Heat,MIA,2015
6,0.462,13,3,0.333,9,4,25,0,2,9,0.409,22,1,0.5,2,10,1,62,3,5,22,2,5,5,0.477,Miami,Zoran Dragić,Heat,MIA,2015
0,0.0,0,1,0.167,6,1,23,0,2,1,0.167,6,0,0.0,0,4,0,22,0,3,3,0,1,2,0.25,Miami,Andre Dawkins,Heat,MIA,2015
389,0.464,838,84,0.339,248,295,22,19,251,473,0.436,1086,262,0.819,320,72,71,2573,51,187,1292,120,204,302,0.474,Orlando,Victor Oladipo,Magic,ORL,2015
629,0.524,1200,2,0.333,6,147,24,54,572,631,0.523,1206,164,0.752,218,74,74,2529,238,220,1428,54,148,810,0.524,Orlando,Nikola Vučević,Magic,ORL,2015
290,0.435,666,11,0.262,42,533,20,20,242,301,0.425,708,118,0.551,214,82,63,2489,107,193,731,142,203,349,0.433,Orlando,Elfrid Payton,Magic,ORL,2015
355,0.5,710,87,0.364,239,124,22,36,357,442,0.466,949,193,0.788,245,68,63,2369,73,134,1164,69,115,430,0.512,Orlando,Tobias Harris,Magic,ORL,2015
55,0.39,141,136,0.393,346,94,31,39,266,191,0.392,487,31,0.886,35,75,51,1870,27,191,549,47,78,293,0.532,Orlando,Channing Frye,Magic,ORL,2015
168,0.48,350,85,0.378,225,120,22,2,125,253,0.44,575,107,0.728,147,58,32,1661,28,116,698,40,82,153,0.514,Orlando,Evan Fournier,Magic,ORL,2015
76,0.411,185,42,0.347,121,68,33,5,65,118,0.386,306,28,0.824,34,52,2,951,14,81,306,26,48,79,0.454,Orlando,Willie Green,Magic,ORL,2015
91,0.565,161,0,0.0,1,9,25,50,177,91,0.562,162,34,0.531,64,59,15,845,118,141,216,16,51,295,0.562,Orlando,Dewayne Dedmon,Magic,ORL,2015
107,0.538,199,12,0.279,43,59,24,39,153,119,0.492,242,44,0.772,57,51,17,824,46,110,294,31,55,199,0.517,Orlando,Kyle O'Quinn,Magic,ORL,2015
80,0.5,160,13,0.271,48,33,19,22,123,93,0.447,208,44,0.721,61,47,8,797,46,83,243,21,38,169,0.478,Orlando,Aaron Gordon,Magic,ORL,2015
94,0.475,198,35,0.361,97,50,31,1,57,129,0.437,295,56,0.836,67,56,0,790,6,60,349,14,55,63,0.497,Orlando,Ben Gordon,Magic,ORL,2015
55,0.487,113,20,0.317,63,96,33,4,60,75,0.426,176,18,0.857,21,47,0,683,8,67,188,20,38,68,0.483,Orlando,Luke Ridnour,Magic,ORL,2015
53,0.52,102,10,0.179,56,25,21,9,68,63,0.399,158,22,0.537,41,45,4,674,38,66,158,32,27,106,0.43,Orlando,Maurice Harkless,Magic,ORL,2015
70,0.47,149,13,0.317,41,22,25,12,65,83,0.437,190,15,0.6,25,40,3,492,17,51,194,6,24,82,0.471,Orlando,Andrew Nicholson,Magic,ORL,2015
10,0.455,22,4,0.182,22,17,22,2,26,14,0.318,44,5,0.313,16,16,7,208,5,14,37,9,9,31,0.364,Orlando,Devyn Marble,Magic,ORL,2015
454,0.478,949,65,0.3,217,792,24,45,330,519,0.445,1166,284,0.785,362,79,79,2837,36,180,1387,138,304,366,0.473,Washington,John Wall,Wizards,WAS,2015
439,0.569,772,0,0.0,3,97,30,110,537,439,0.566,775,123,0.703,175,82,82,2453,180,191,1001,49,100,717,0.566,Washington,Marcin Gortat,Wizards,WAS,2015
257,0.434,592,106,0.409,259,194,21,18,184,363,0.427,851,130,0.783,166,63,59,2107,57,136,962,76,123,241,0.489,Washington,Bradley Beal,Wizards,WAS,2015
175,0.496,353,118,0.389,303,144,37,24,249,293,0.447,656,164,0.781,210,73,73,1914,45,160,868,46,92,294,0.537,Washington,Paul Pierce,Wizards,WAS,2015
306,0.513,596,1,0.2,5,123,32,22,261,307,0.511,601,122,0.604,202,67,58,1693,84,180,737,66,124,345,0.512,Washington,Nenê Hilário,Wizards,WAS,2015
127,0.45,282,91,0.387,235,63,35,22,170,218,0.422,517,53,0.791,67,75,1,1505,27,98,580,29,48,197,0.51,Washington,Rasual Butler,Wizards,WAS,2015
141,0.491,287,35,0.337,104,65,21,30,151,176,0.45,391,58,0.734,79,74,13,1432,70,97,445,44,52,221,0.495,Washington,Otto Porter,Wizards,WAS,2015
211,0.481,439,0,0.0,7,57,29,25,298,211,0.473,446,87,0.744,117,64,17,1345,118,130,509,34,46,416,0.473,Washington,Kris Humphries,Wizards,WAS,2015
231,0.516,448,0,0.0,2,59,25,59,201,231,0.513,450,58,0.707,82,79,0,1235,87,197,520,10,98,288,0.513,Washington,Kevin Séraphin,Wizards,WAS,2015
87,0.401,217,23,0.39,59,49,33,9,151,110,0.399,276,34,0.773,44,51,7,864,72,91,277,21,28,223,0.44,Washington,Drew Gooden,Wizards,WAS,2015
35,0.427,82,33,0.375,88,56,28,9,66,68,0.4,170,35,0.729,48,52,18,735,24,76,204,42,34,90,0.497,Washington,Garrett Temple,Wizards,WAS,2015
76,0.567,134,1,0.125,8,143,38,2,56,77,0.542,142,28,0.718,39,51,0,631,21,56,183,14,46,77,0.546,Washington,Andre Miller,Wizards,WAS,2015
49,0.412,119,13,0.406,32,86,28,0,65,62,0.411,151,69,0.812,85,28,3,546,10,28,206,16,35,75,0.454,Washington,Ramon Sessions,Wizards,WAS,2015
14,0.292,48,10,0.233,43,17,28,1,36,24,0.264,91,48,0.75,64,32,0,352,10,24,106,7,22,46,0.319,Washington,Martell Webster,Wizards,WAS,2015
26,0.456,57,0,0.0,0,3,25,1,40,26,0.456,57,4,0.667,6,29,0,180,16,41,56,7,13,56,0.456,Washington,DeJuan Blair,Wizards,WAS,2015
10,0.455,22,0,0.0,9,18,32,1,4,10,0.323,31,2,0.5,4,7,0,67,2,9,22,1,8,6,0.323,Washington,Will Bynum,Wizards,WAS,2015
2,0.25,8,1,0.143,7,2,24,0,2,3,0.2,15,4,0.667,6,5,0,43,2,11,11,0,2,4,0.233,Washington,Glen Rice,Wizards,WAS,2015
2,0.5,4,0,0.0,0,1,25,0,0,2,0.5,4,2,1.0,2,4,0,17,1,2,6,1,4,1,0.5,Washington,Toure' Murry,Wizards,WAS,2015
325,0.457,711,45,0.331,136,206,27,22,237,370,0.437,847,184,0.848,217,80,72,2315,36,135,969,51,110,273,0.463,Charlotte,Gerald Henderson,Hornets,CHO,2015
293,0.418,701,85,0.304,280,318,24,31,185,378,0.385,981,234,0.827,283,62,58,2119,35,92,1075,89,100,220,0.429,Charlotte,Kemba Walker,Hornets,CHO,2015
115,0.5,230,95,0.358,265,100,28,36,328,210,0.424,495,62,0.713,87,78,37,2035,58,146,577,69,60,386,0.52,Charlotte,Marvin Williams,Hornets,CHO,2015
484,0.482,1005,2,0.4,5,113,30,84,449,486,0.481,1010,108,0.655,165,65,61,1992,99,139,1082,47,68,548,0.482,Charlotte,Al Jefferson,Hornets,CHO,2015
224,0.465,482,0,0.0,0,77,21,38,307,224,0.465,482,150,0.701,214,55,52,1587,109,115,598,30,63,416,0.465,Charlotte,Michael Kidd-Gilchrist,Hornets,CHO,2015
189,0.425,445,18,0.171,105,240,24,8,238,207,0.376,550,69,0.627,110,61,25,1573,39,134,501,38,128,277,0.393,Charlotte,Lance Stephenson,Hornets,CHO,2015
171,0.46,372,1,1.0,1,100,22,49,265,172,0.461,373,127,0.774,164,62,45,1487,97,156,472,34,62,362,0.462,Charlotte,Cody Zeller,Hornets,CHO,2015
114,0.44,259,62,0.321,193,162,29,6,96,176,0.389,452,66,0.892,74,72,10,1330,13,75,480,33,57,109,0.458,Charlotte,Brian Roberts,Hornets,CHO,2015
101,0.543,186,0,0.0,0,16,22,99,248,101,0.543,186,102,0.583,175,64,21,1243,159,140,304,18,52,407,0.543,Charlotte,Bismack Biyombo,Hornets,CHO,2015
104,0.392,265,39,0.293,133,80,30,1,80,143,0.359,398,88,0.863,102,43,0,931,14,70,413,16,55,94,0.408,Charlotte,Gary Neal,Hornets,CHO,2015
81,0.422,192,0,0.0,0,19,31,44,117,81,0.422,192,41,0.577,71,61,0,878,86,96,203,18,29,203,0.422,Charlotte,Jason Maxiell,Hornets,CHO,2015
101,0.43,235,60,0.337,178,163,32,6,67,161,0.39,413,83,0.892,93,27,14,831,9,59,465,16,70,76,0.462,Charlotte,Mo Williams,Hornets,CHO,2015
38,0.358,106,49,0.301,163,21,22,13,70,87,0.323,269,31,0.861,36,45,2,687,22,61,254,21,22,92,0.414,Charlotte,P.J. Hairston,Hornets,CHO,2015
34,0.436,78,11,0.306,36,22,25,1,39,45,0.395,114,26,0.634,41,29,13,430,14,36,127,12,19,53,0.443,Charlotte,Jeffery Taylor,Hornets,CHO,2015
25,0.397,63,5,0.385,13,4,19,9,58,30,0.395,76,18,0.692,26,25,0,259,28,20,83,4,11,86,0.428,Charlotte,Noah Vonleh,Hornets,CHO,2015
10,0.435,23,17,0.472,36,5,23,1,6,27,0.458,59,6,0.857,7,11,0,135,2,12,77,3,7,8,0.602,Charlotte,Troy Daniels,Hornets,CHO,2015
6,0.462,13,9,0.409,22,8,35,0,3,15,0.429,35,2,1.0,2,9,0,73,0,8,41,0,3,3,0.557,Charlotte,Jannero Pargo,Hornets,CHO,2015
71,0.47,151,221,0.492,449,196,33,42,289,292,0.487,600,106,0.898,118,75,75,2418,15,140,911,52,107,304,0.671,Atlanta,Kyle Korver,Hawks,ATL,2015
366,0.513,714,77,0.356,216,223,29,69,431,443,0.476,930,255,0.757,337,73,73,2390,139,201,1218,130,166,570,0.518,Atlanta,Paul Millsap,Hawks,ATL,2015
508,0.547,929,11,0.306,36,244,28,98,413,519,0.538,965,107,0.759,141,76,76,2318,131,121,1156,68,100,544,0.544,Atlanta,Al Horford,Hawks,ATL,2015
337,0.496,680,71,0.343,207,513,26,31,154,408,0.46,887,275,0.862,319,73,72,2228,30,139,1162,125,205,184,0.5,Atlanta,Jeff Teague,Hawks,ATL,2015
198,0.567,349,120,0.395,304,118,28,17,273,318,0.487,653,127,0.702,181,70,69,2189,99,154,883,94,75,372,0.579,Atlanta,DeMarre Carroll,Hawks,ATL,2015
232,0.449,517,52,0.351,148,317,21,4,135,284,0.427,665,148,0.827,179,77,10,1516,29,127,768,49,150,164,0.466,Atlanta,Dennis Schröder,Hawks,ATL,2015
93,0.467,199,48,0.364,132,78,25,33,201,141,0.426,331,60,0.6,100,75,10,1324,21,127,390,52,73,222,0.498,Atlanta,Kent Bazemore,Hawks,ATL,2015
135,0.517,261,66,0.344,192,75,26,3,154,201,0.444,453,61,0.792,77,68,0,1123,45,83,529,25,39,199,0.517,Atlanta,Mike Scott,Hawks,ATL,2015
56,0.455,123,52,0.301,173,49,32,14,131,108,0.365,296,88,0.715,123,63,3,1037,58,132,356,18,49,189,0.453,Atlanta,Pero Antić,Hawks,ATL,2015
79,0.462,171,25,0.321,78,75,30,21,170,104,0.418,249,45,0.776,58,52,7,976,53,67,278,53,38,223,0.468,Atlanta,Thabo Sefolosha,Hawks,ATL,2015
77,0.467,165,40,0.315,127,155,24,2,71,117,0.401,292,25,0.806,31,55,0,833,8,32,299,30,49,79,0.469,Atlanta,Shelvin Mack,Hawks,ATL,2015
74,0.574,129,9,0.409,22,25,23,19,67,83,0.55,151,22,0.88,25,40,8,502,52,52,197,16,21,119,0.579,Atlanta,Mike Muscala,Hawks,ATL,2015
42,0.447,94,0,0.0,1,22,35,25,72,42,0.442,95,12,0.522,23,36,4,486,28,54,96,17,18,100,0.442,Atlanta,Elton Brand,Hawks,ATL,2015
28,0.596,47,21,0.404,52,13,23,0,37,49,0.495,99,16,0.842,19,24,3,297,2,15,135,10,8,39,0.601,Atlanta,John Jenkins,Hawks,ATL,2015
5,0.417,12,5,0.357,14,8,26,2,10,10,0.385,26,1,0.5,2,8,0,76,4,9,26,4,5,14,0.481,Atlanta,Austin Daye,Hawks,ATL,2015
2,0.333,6,0,0.0,1,0,23,0,3,2,0.286,7,1,0.5,2,3,0,19,1,4,5,1,0,4,0.286,Atlanta,Adreian Payne,Hawks,ATL,2015
334,0.463,721,70,0.341,205,720,27,9,192,404,0.436,926,265,0.73,363,75,75,2665,42,128,1143,92,185,234,0.474,Denver,Ty Lawson,Nuggets,DEN,2015
279,0.49,569,139,0.342,406,134,27,29,379,418,0.429,975,110,0.775,142,78,75,2471,96,231,1085,58,110,475,0.5,Denver,Wilson Chandler,Nuggets,DEN,2015
372,0.511,728,1,0.125,8,89,25,57,426,373,0.507,736,199,0.691,288,75,71,2086,242,211,946,62,118,668,0.507,Denver,Kenneth Faried,Nuggets,DEN,2015
199,0.481,414,82,0.337,243,101,29,5,159,281,0.428,657,127,0.841,151,53,53,1750,21,108,771,32,83,180,0.49,Denver,Arron Afflalo,Nuggets,DEN,2015
121,0.453,267,107,0.355,301,83,26,20,187,228,0.401,568,171,0.895,191,59,27,1426,31,94,734,47,57,218,0.496,Denver,Danilo Gallinari,Nuggets,DEN,2015
218,0.477,457,0,0.0,2,57,26,35,302,218,0.475,459,116,0.577,201,73,8,1411,150,136,552,36,96,452,0.475,Denver,J.J. Hickson,Nuggets,DEN,2015
171,0.449,381,0,0.0,2,50,20,68,257,171,0.446,383,84,0.636,132,62,27,1103,125,207,426,52,86,382,0.446,Denver,Jusuf Nurkić,Nuggets,DEN,2015
54,0.388,139,94,0.357,263,119,31,11,76,148,0.368,402,45,0.818,55,50,21,1087,9,97,435,34,60,85,0.485,Denver,Randy Foye,Nuggets,DEN,2015
129,0.471,274,26,0.236,110,57,26,26,118,155,0.404,384,46,0.78,59,58,4,988,53,146,382,48,47,171,0.438,Denver,Darrell Arthur,Nuggets,DEN,2015
115,0.509,226,2,0.333,6,16,28,41,181,117,0.504,232,63,0.733,86,35,35,897,91,114,299,15,47,272,0.509,Denver,Timofey Mozgov,Nuggets,DEN,2015
45,0.395,114,21,0.204,103,29,20,7,43,66,0.304,217,35,0.745,47,55,6,719,21,71,188,39,38,64,0.353,Denver,Gary Harris,Nuggets,DEN,2015
89,0.524,170,46,0.354,130,125,32,4,50,135,0.45,300,11,0.579,19,34,5,702,16,70,327,25,61,66,0.527,Denver,Jameer Nelson,Nuggets,DEN,2015
93,0.5,186,19,0.284,67,54,24,15,105,112,0.443,253,64,0.81,79,28,0,683,23,50,307,34,44,128,0.48,Denver,Will Barton,Nuggets,DEN,2015
56,0.496,113,10,0.417,24,19,27,6,41,66,0.482,137,48,0.738,65,39,0,511,29,42,190,28,25,70,0.518,Denver,Alonzo Gee,Nuggets,DEN,2015
47,0.42,112,24,0.261,92,77,30,3,25,71,0.348,204,26,0.65,40,33,1,465,14,68,192,14,22,39,0.407,Denver,Nate Robinson,Nuggets,DEN,2015
47,0.409,115,14,0.298,47,39,23,0,24,61,0.377,162,10,0.833,12,43,1,410,7,26,146,12,14,31,0.42,Denver,Erick Green,Nuggets,DEN,2015
33,0.452,73,3,0.188,16,13,23,10,50,36,0.404,89,18,0.643,28,24,1,268,27,43,93,8,22,77,0.421,Denver,Joffrey Lauvergne,Nuggets,DEN,2015
34,0.557,61,0,0.0,0,1,27,19,34,34,0.557,61,20,0.69,29,17,0,195,14,28,88,2,13,48,0.557,Denver,JaVale McGee,Nuggets,DEN,2015
3,0.5,6,1,0.2,5,2,23,1,3,4,0.364,11,4,1.0,4,7,0,31,0,8,13,3,2,3,0.409,Denver,Ian Clark,Nuggets,DEN,2015
0,0.0,0,1,0.5,2,3,23,1,1,1,0.5,2,0,0.0,0,3,0,13,1,4,3,0,3,2,0.75,Denver,Jamaal Franklin,Nuggets,DEN,2015
364,0.481,757,120,0.364,330,313,24,30,319,484,0.445,1087,375,0.812,462,76,76,2618,54,131,1463,108,206,373,0.5,Uath,Gordon Hayward,Jazz,UTA,2015
246,0.4,615,124,0.318,390,328,22,15,173,370,0.368,1005,109,0.752,145,76,43,2288,31,119,973,65,124,204,0.43,Uath,Trey Burke,Jazz,UTA,2015
481,0.527,912,1,0.167,6,112,23,123,411,482,0.525,918,222,0.669,332,74,74,2280,196,210,1187,60,121,607,0.526,Uath,Derrick Favors,Jazz,UTA,2015
258,0.607,425,0,0.0,2,109,22,189,510,258,0.604,427,170,0.623,273,82,37,2158,265,175,686,64,111,775,0.604,Uath,Rudy Gobert,Jazz,UTA,2015
62,0.408,152,83,0.314,264,198,19,14,104,145,0.349,416,20,0.625,32,82,41,1817,27,147,393,41,118,131,0.448,Uath,Dante Exum,Jazz,UTA,2015
75,0.493,152,72,0.356,202,182,27,10,153,147,0.415,354,30,0.75,40,79,32,1673,22,124,396,72,98,175,0.517,Uath,Joe Ingles,Jazz,UTA,2015
197,0.518,380,29,0.345,84,83,27,41,258,226,0.487,464,86,0.581,148,79,5,1564,139,144,567,43,88,397,0.518,Uath,Trevor Booker,Jazz,UTA,2015
273,0.505,541,13,0.317,41,26,22,16,237,286,0.491,582,93,0.788,118,49,48,1326,147,114,678,23,93,384,0.503,Uath,Enes Kanter,Jazz,UTA,2015
93,0.456,204,62,0.365,170,83,22,12,108,155,0.414,374,61,0.763,80,50,21,1064,9,119,433,30,45,117,0.497,Uath,Rodney Hood,Jazz,UTA,2015
53,0.358,148,28,0.311,90,58,27,16,122,81,0.34,238,58,0.674,86,47,5,924,28,124,248,56,67,150,0.399,Uath,Elijah Millsap,Jazz,UTA,2015
95,0.409,232,26,0.382,68,82,23,5,95,121,0.403,300,106,0.822,129,27,27,899,19,64,374,17,52,114,0.447,Uath,Alec Burks,Jazz,UTA,2015
30,0.566,53,2,0.4,5,13,27,12,45,32,0.552,58,24,0.828,29,38,0,266,26,29,90,11,5,71,0.569,Uath,Jeremy Evans,Jazz,UTA,2015
18,0.692,26,13,0.342,38,7,24,0,15,31,0.484,64,6,1.0,6,12,0,211,3,18,81,12,6,18,0.586,Uath,Chris Johnson,Jazz,UTA,2015
6,0.316,19,9,0.36,25,10,23,2,9,15,0.341,44,5,1.0,5,23,0,161,4,12,44,6,7,13,0.443,Uath,Ian Clark,Jazz,UTA,2015
