Two_P,Two_PP,Two_PA,Three_P,Three_PP,Three_PA,AST,Age,BLK,DRB,FG,FGP,FGA,FT,FTP,FTA,G,GS,MP,ORB,PF,PTS,STL,TOV,TRB,eFGP,place,name,team,team_abbr,year
229,0.519,441,87,0.405,215,116,22,19,336,316,0.482,656,108,0.72,150,82,82,2318,117,146,827,61,71,453,0.548,Golden State,Harrison Barnes,Warriors,GSW,2015
157,0.553,284,74,0.349,212,228,31,25,213,231,0.466,496,68,0.596,114,77,0,2069,44,100,604,89,88,257,0.54,Golden State,Andre Iguodala,Warriors,GSW,2015
200,0.563,355,0,0.0,0,180,30,113,402,200,0.563,355,22,0.524,42,67,65,1583,141,188,422,39,106,543,0.563,Golden State,Andrew Bogut,Warriors,GSW,2015
198,0.503,394,0,0.0,2,259,29,20,140,198,0.5,396,65,0.714,91,78,2,1468,43,110,461,49,102,183,0.5,Golden State,Shaun Livingston,Warriors,GSW,2015
313,0.498,628,5,0.278,18,72,27,34,216,318,0.492,646,150,0.843,178,76,9,1207,109,189,791,20,82,325,0.496,Golden State,Marreese Speights,Warriors,GSW,2015
140,0.511,274,43,0.384,112,99,32,8,68,183,0.474,386,58,0.784,74,66,1,982,23,87,467,41,44,91,0.53,Golden State,Leandro Barbosa,Warriors,GSW,2015
160,0.514,311,0,0.0,2,85,31,26,176,160,0.511,313,68,0.654,104,49,4,904,81,83,388,31,49,257,0.511,Golden State,David Lee,Warriors,GSW,2015
56,0.444,126,35,0.321,109,48,25,12,61,91,0.387,235,37,0.822,45,59,4,657,12,54,254,40,29,73,0.462,Golden State,Justin Holiday,Warriors,GSW,2015
76,0.547,139,0,0.0,0,9,25,42,95,76,0.547,139,49,0.628,78,46,7,504,60,77,201,7,32,155,0.547,Golden State,Festus Ezeli,Warriors,GSW,2015
8,0.296,27,3,0.111,27,12,29,12,37,11,0.204,54,5,0.455,11,33,0,271,4,27,30,5,11,41,0.231,Golden State,Brandon Rush,Warriors,GSW,2015
24,0.545,44,0,0.0,0,2,22,9,22,24,0.545,44,14,0.56,25,15,0,137,15,21,62,5,6,37,0.545,Golden State,James Michael McAdoo,Warriors,GSW,2015
8,0.667,12,0,0.0,0,6,24,1,10,8,0.667,12,4,1.0,4,16,0,72,7,13,20,2,5,17,0.667,Golden State,Ognjen Kuzmić,Warriors,GSW,2015
439,0.48,915,208,0.375,555,565,25,60,384,647,0.44,1470,715,0.868,824,81,81,2981,75,208,2217,154,321,459,0.511,Houston,James Harden,Rockets,HOU,2015
172,0.485,355,194,0.35,555,209,29,17,382,366,0.402,910,122,0.853,143,82,82,2930,77,186,1048,152,141,459,0.509,Houston,Trevor Ariza,Rockets,HOU,2015
304,0.536,567,49,0.368,133,130,24,34,284,353,0.504,700,100,0.602,166,71,62,2037,137,203,855,56,123,421,0.539,Houston,Donatas Motiejūnas,Rockets,HOU,2015
89,0.426,209,115,0.356,323,192,26,23,170,204,0.383,532,45,0.75,60,56,55,1727,67,182,568,59,83,237,0.492,Houston,Patrick Beverley,Rockets,HOU,2015
62,0.504,123,126,0.39,323,147,37,19,106,188,0.422,446,39,0.813,48,77,18,1641,15,116,541,66,74,121,0.563,Houston,Jason Terry,Rockets,HOU,2015
194,0.503,386,55,0.284,194,95,28,15,155,249,0.429,580,113,0.764,148,56,1,1407,48,111,666,60,81,203,0.477,Houston,Corey Brewer,Rockets,HOU,2015
198,0.489,405,63,0.33,191,145,29,68,228,261,0.438,596,75,0.521,144,55,7,1404,100,146,660,50,134,328,0.491,Houston,Josh Smith,Rockets,HOU,2015
250,0.594,421,1,0.5,2,50,29,53,321,251,0.593,423,143,0.528,271,41,41,1223,110,137,646,28,115,431,0.595,Houston,Dwight Howard,Rockets,HOU,2015
145,0.553,262,13,0.351,37,36,23,59,142,158,0.528,299,57,0.606,94,33,24,889,78,78,386,18,37,220,0.55,Houston,Terrence Jones,Rockets,HOU,2015
80,0.556,144,0,0.0,1,25,31,25,176,80,0.552,145,24,0.289,83,69,17,854,103,157,184,40,41,279,0.552,Houston,Joey Dorsey,Rockets,HOU,2015
38,0.418,91,31,0.292,106,85,24,13,79,69,0.35,197,13,0.722,18,43,1,795,39,71,182,29,55,118,0.429,Houston,Kostas Papanikolaou,Rockets,HOU,2015
9,0.563,16,14,0.275,51,67,37,0,27,23,0.343,67,13,0.867,15,24,0,402,12,35,73,27,15,39,0.448,Houston,Pablo Prigioni,Rockets,HOU,2015
45,0.549,82,0,0.0,1,8,23,2,69,45,0.542,83,15,0.517,29,25,12,393,58,56,105,6,19,127,0.542,Houston,Tarik Black,Rockets,HOU,2015
21,0.447,47,32,0.381,84,29,23,0,22,53,0.405,131,16,0.762,21,25,9,369,11,28,154,14,23,33,0.527,Houston,Isaiah Canaan,Rockets,HOU,2015
21,0.389,54,5,0.238,21,11,22,3,26,26,0.347,75,17,0.68,25,28,0,262,13,34,74,7,19,39,0.38,Houston,Nick Johnson,Rockets,HOU,2015
7,0.389,18,10,0.222,45,15,33,5,14,17,0.27,63,1,0.25,4,14,0,200,3,20,45,9,10,17,0.349,Houston,Francisco García,Rockets,HOU,2015
2,0.5,4,13,0.302,43,4,23,0,6,15,0.319,47,3,0.75,4,17,0,108,0,14,46,0,5,6,0.457,Houston,Troy Daniels,Rockets,HOU,2015
14,0.483,29,0,0.0,0,2,20,9,26,14,0.483,29,4,0.174,23,12,0,90,10,14,32,1,5,36,0.483,Houston,Clint Capela,Rockets,HOU,2015
4,0.333,12,4,0.333,12,3,26,0,3,8,0.333,24,9,0.818,11,9,0,59,1,2,29,1,5,4,0.417,Houston,Alexey Shved,Rockets,HOU,2015
5,0.417,12,0,0.0,3,2,21,2,4,5,0.333,15,1,0.5,2,10,0,33,1,5,11,0,1,5,0.333,Houston,K.J. McDaniels,Rockets,HOU,2015
521,0.487,1070,81,0.285,284,329,29,25,156,602,0.445,1354,228,0.752,303,80,80,2699,34,197,1513,148,198,190,0.475,Dallas,Monta Ellis,Mavericks,DAL,2015
293,0.666,440,0,0.0,0,84,32,91,570,293,0.666,440,185,0.72,257,75,75,2286,294,169,771,42,105,864,0.666,Dallas,Tyson Chandler,Mavericks,DAL,2015
383,0.486,788,104,0.38,274,143,36,33,413,487,0.459,1062,255,0.882,289,77,77,2282,44,160,1333,39,82,457,0.508,Dallas,Dirk Nowitzki,Mavericks,DAL,2015
251,0.521,482,132,0.38,347,161,26,19,259,383,0.462,829,139,0.72,193,66,66,2186,64,140,1037,69,96,323,0.542,Dallas,Chandler Parsons,Mavericks,DAL,2015
124,0.481,258,95,0.357,266,237,31,14,122,219,0.418,524,132,0.815,162,76,3,1685,13,147,665,78,85,135,0.509,Dallas,Devin Harris,Mavericks,DAL,2015
113,0.485,233,34,0.274,124,59,24,62,228,147,0.412,357,84,0.712,118,74,3,1366,114,137,412,70,55,342,0.459,Dallas,Al-Farouq Aminu,Mavericks,DAL,2015
171,0.463,369,54,0.323,167,263,30,1,111,225,0.42,536,76,0.809,94,77,10,1362,23,104,580,33,70,134,0.47,Dallas,J.J. Barea,Mavericks,DAL,2015
175,0.448,391,19,0.352,54,301,28,4,160,194,0.436,445,19,0.452,42,46,46,1319,48,111,426,54,135,208,0.457,Dallas,Rajon Rondo,Mavericks,DAL,2015
78,0.462,169,66,0.426,155,61,34,11,158,144,0.444,324,78,0.684,114,74,18,1244,25,115,432,32,52,183,0.546,Dallas,Richard Jefferson,Mavericks,DAL,2015
67,0.475,141,83,0.376,221,19,30,22,119,150,0.414,362,20,0.571,35,64,1,678,30,64,403,15,28,149,0.529,Dallas,Charlie Villanueva,Mavericks,DAL,2015
23,0.383,60,38,0.369,103,95,32,2,49,61,0.374,163,7,0.875,8,23,23,584,14,53,167,15,39,63,0.491,Dallas,Jameer Nelson,Mavericks,DAL,2015
101,0.748,135,0,0.0,0,10,27,42,59,101,0.748,135,36,0.75,48,27,0,505,51,44,238,17,13,110,0.748,Dallas,Brandan Wright,Mavericks,DAL,2015
104,0.584,178,0,0.0,1,8,32,4,57,104,0.581,179,40,0.678,59,23,1,380,27,50,248,9,15,84,0.581,Dallas,Amar'e Stoudemire,Mavericks,DAL,2015
30,0.612,49,0,0.0,0,9,24,11,53,30,0.612,49,20,0.513,39,42,2,363,26,53,80,7,11,79,0.612,Dallas,Greg Smith,Mavericks,DAL,2015
33,0.458,72,10,0.294,34,41,30,4,24,43,0.406,106,12,0.8,15,29,3,281,2,17,108,11,18,26,0.453,Dallas,Raymond Felton,Mavericks,DAL,2015
20,0.526,38,13,0.342,38,12,24,5,17,33,0.434,76,10,0.909,11,25,0,265,12,26,89,15,10,29,0.52,Dallas,Jae Crowder,Mavericks,DAL,2015
24,0.471,51,3,0.273,11,9,23,6,31,27,0.435,62,24,0.774,31,24,0,227,18,39,81,7,9,49,0.46,Dallas,Dwight Powell,Mavericks,DAL,2015
12,0.444,27,0,0.0,0,4,29,15,21,12,0.444,27,20,0.87,23,16,2,158,18,17,44,2,6,39,0.444,Dallas,Bernard James,Mavericks,DAL,2015
0,0.0,3,0,0.0,3,1,22,0,1,0,0.0,6,1,0.5,2,5,0,11,1,1,1,0,2,2,0.0,Dallas,Ricky Ledo,Mavericks,DAL,2015
527,0.5,1055,3,0.176,17,307,30,131,515,530,0.494,1072,350,0.795,440,81,81,2687,115,208,1413,70,176,630,0.496,Memphis,Marc Gasol,Grizzlies,MEM,2015
198,0.473,419,90,0.402,224,151,29,12,157,288,0.448,643,111,0.86,129,77,74,2354,21,129,777,75,78,178,0.518,Memphis,Courtney Lee,Grizzlies,MEM,2015
447,0.49,912,7,0.35,20,153,33,14,522,454,0.487,932,228,0.765,298,71,71,2304,225,175,1143,69,156,747,0.491,Memphis,Zach Randolph,Grizzlies,MEM,2015
286,0.473,605,107,0.386,277,375,27,14,180,393,0.446,882,214,0.859,249,70,70,2225,29,139,1107,89,156,209,0.506,Memphis,Mike Conley,Grizzlies,MEM,2015
215,0.505,426,10,0.345,29,86,33,30,177,225,0.495,455,79,0.627,126,63,41,1648,103,166,539,129,86,280,0.505,Memphis,Tony Allen,Grizzlies,MEM,2015
220,0.539,408,26,0.268,97,220,32,8,123,246,0.487,505,87,0.853,102,79,12,1494,20,88,605,46,89,143,0.513,Memphis,Beno Udrih,Grizzlies,MEM,2015
160,0.452,354,50,0.362,138,81,28,21,144,210,0.427,492,118,0.825,143,45,37,1361,43,81,588,26,52,187,0.478,Memphis,Jeff Green,Grizzlies,MEM,2015
182,0.508,358,0,0.0,0,37,25,63,305,182,0.508,358,55,0.647,85,81,3,1348,121,148,419,29,69,426,0.508,Memphis,Kosta Koufos,Grizzlies,MEM,2015
66,0.379,174,69,0.297,232,79,38,14,106,135,0.333,406,45,0.789,57,66,1,1091,27,102,384,43,43,133,0.417,Memphis,Vince Carter,Grizzlies,MEM,2015
93,0.456,204,11,0.256,43,146,25,5,87,104,0.421,247,24,0.533,45,58,0,838,19,100,243,63,61,106,0.443,Memphis,Nick Calathes,Grizzlies,MEM,2015
114,0.467,244,7,0.241,29,46,25,9,157,121,0.443,273,37,0.627,59,63,6,824,50,86,286,17,35,207,0.456,Memphis,Jon Leuer,Grizzlies,MEM,2015
60,0.4,150,15,0.455,33,37,34,6,62,75,0.41,183,25,0.833,30,26,9,628,21,22,190,9,15,83,0.451,Memphis,Tayshaun Prince,Grizzlies,MEM,2015
31,0.5,62,17,0.233,73,28,26,5,37,48,0.356,135,21,0.7,30,30,2,540,20,47,134,5,10,57,0.419,Memphis,Quincy Pondexter,Grizzlies,MEM,2015
25,0.41,61,10,0.4,25,16,20,7,19,35,0.407,86,14,0.609,23,30,0,248,9,24,94,16,14,28,0.465,Memphis,Jordan Adams,Grizzlies,MEM,2015
23,0.639,36,0,0.0,4,4,24,3,23,23,0.575,40,8,0.8,10,20,1,139,16,19,54,5,12,39,0.575,Memphis,JaMychal Green,Grizzlies,MEM,2015
21,0.568,37,0,0.0,0,4,21,5,18,21,0.568,37,15,0.536,28,19,2,126,16,25,57,5,7,34,0.568,Memphis,Jarnell Stokes,Grizzlies,MEM,2015
5,0.5,10,1,0.2,5,6,23,0,2,6,0.4,15,12,0.923,13,6,0,36,1,7,25,3,5,3,0.433,Memphis,Russ Smith,Grizzlies,MEM,2015
1,1.0,1,0,0.0,0,1,28,0,0,1,1.0,1,2,1.0,2,2,0,7,0,0,4,0,0,0,1.0,Memphis,Tyrus Thomas,Grizzlies,MEM,2015
0,0.0,1,0,0.0,0,0,25,0,0,0,0.0,1,0,0.0,0,1,0,6,0,1,0,1,0,0,0.0,Memphis,Kalin Lucas,Grizzlies,MEM,2015
452,0.482,938,69,0.304,227,521,25,37,334,521,0.447,1165,202,0.694,291,79,76,2690,82,198,1313,100,246,416,0.477,New Orleans,Tyreke Evans,Pelicans,NOP,2015
641,0.54,1187,1,0.083,12,149,21,200,523,642,0.535,1199,371,0.805,461,68,68,2455,173,141,1656,100,95,696,0.536,New Orleans,Anthony Davis,Pelicans,NOP,2015
144,0.38,379,141,0.448,315,229,26,14,131,285,0.411,694,107,0.805,133,61,60,2018,28,145,818,50,122,159,0.512,New Orleans,Eric Gordon,Pelicans,NOP,2015
213,0.517,412,0,0.0,0,72,28,54,504,213,0.517,412,131,0.582,225,76,76,1982,244,144,557,29,95,748,0.517,New Orleans,Ömer Aşık,Pelicans,NOP,2015
169,0.457,370,122,0.34,359,55,26,20,187,291,0.399,729,129,0.854,151,61,5,1675,108,113,833,33,62,295,0.483,New Orleans,Ryan Anderson,Pelicans,NOP,2015
154,0.468,329,1,0.1,10,50,27,37,186,155,0.457,339,29,0.617,47,66,27,1652,70,101,340,46,35,256,0.459,New Orleans,Dante Cunningham,Pelicans,NOP,2015
187,0.469,399,51,0.378,135,274,24,23,103,238,0.446,534,65,0.855,76,40,37,1303,32,110,592,63,91,135,0.493,New Orleans,Jrue Holiday,Pelicans,NOP,2015
66,0.468,141,74,0.433,171,66,26,19,105,140,0.449,312,50,0.758,66,45,28,1253,33,103,404,14,41,138,0.567,New Orleans,Quincy Pondexter,Pelicans,NOP,2015
181,0.55,329,0,0.0,0,47,26,51,211,181,0.55,329,81,0.818,99,68,8,957,104,151,443,21,69,315,0.55,New Orleans,Alexis Ajinça,Pelicans,NOP,2015
33,0.429,77,59,0.513,115,24,25,11,99,92,0.479,192,13,0.684,19,63,19,830,12,63,256,17,26,111,0.633,New Orleans,Luke Babbitt,Pelicans,NOP,2015
72,0.419,172,14,0.28,50,87,22,7,56,86,0.387,222,53,0.746,71,35,3,772,12,65,239,18,30,68,0.419,New Orleans,Austin Rivers,Pelicans,NOP,2015
84,0.472,178,28,0.378,74,90,26,7,50,112,0.444,252,26,0.743,35,28,2,683,1,49,278,15,41,51,0.5,New Orleans,Norris Cole,Pelicans,NOP,2015
54,0.458,118,9,0.188,48,58,25,2,32,63,0.38,166,43,0.956,45,50,0,509,8,43,178,15,33,40,0.407,New Orleans,Jimmer Fredette,Pelicans,NOP,2015
8,0.364,22,8,0.308,26,13,35,4,17,16,0.333,48,2,0.5,4,21,0,270,4,25,42,9,5,21,0.417,New Orleans,John Salmons,Pelicans,NOP,2015
32,0.5,64,0,0.0,0,11,24,18,41,32,0.5,64,34,0.68,50,37,0,259,23,26,98,4,12,64,0.5,New Orleans,Jeff Withey,Pelicans,NOP,2015
14,0.424,33,5,0.278,18,24,28,4,20,19,0.373,51,8,0.615,13,12,0,177,2,20,51,11,10,22,0.422,New Orleans,Toney Douglas,Pelicans,NOP,2015
8,0.333,24,0,0.0,2,11,23,2,12,8,0.308,26,1,0.5,2,10,0,105,6,7,17,3,10,18,0.308,New Orleans,Nate Wolters,Pelicans,NOP,2015
5,0.385,13,3,0.273,11,8,25,0,5,8,0.333,24,0,0.0,2,8,0,77,0,11,19,2,0,5,0.396,New Orleans,Elliot Williams,Pelicans,NOP,2015
3,0.176,17,0,0.0,3,13,26,0,1,3,0.15,20,0,0.0,0,4,0,43,0,1,6,2,2,1,0.15,New Orleans,Gal Mekel,Pelicans,NOP,2015
1,0.167,6,0,0.0,1,2,24,0,1,1,0.143,7,0,0.0,0,5,1,43,0,8,2,1,1,1,0.143,New Orleans,Darius Miller,Pelicans,NOP,2015
1,0.25,4,1,0.167,6,2,23,0,3,2,0.2,10,0,0.0,0,6,0,29,0,6,5,0,7,3,0.25,New Orleans,Russ Smith,Pelicans,NOP,2015
131,0.466,281,191,0.418,457,158,27,87,289,322,0.436,738,111,0.874,127,81,80,2312,54,163,946,101,93,343,0.566,San Antonio,Danny Green,Spurs,SAS,2015
417,0.514,812,2,0.286,7,230,38,151,534,419,0.512,819,230,0.74,311,77,77,2227,170,165,1070,63,131,704,0.513,San Antonio,Tim Duncan,Spurs,SAS,2015
327,0.519,630,67,0.349,192,161,23,48,376,394,0.479,822,202,0.802,252,64,64,2033,85,128,1057,148,97,461,0.52,San Antonio,Kawhi Leonard,Spurs,SAS,2015
237,0.512,463,54,0.32,169,233,32,23,270,291,0.46,632,72,0.774,93,81,15,1984,78,148,708,36,126,348,0.503,San Antonio,Boris Diaw,Spurs,SAS,2015
366,0.493,743,38,0.427,89,335,32,2,114,404,0.486,832,130,0.783,166,68,68,1953,15,108,976,44,146,129,0.508,San Antonio,Tony Parker,Spurs,SAS,2015
162,0.489,331,89,0.345,258,293,37,20,183,251,0.426,589,147,0.721,204,70,0,1587,28,138,738,67,154,211,0.502,San Antonio,Manu Ginóbili,Spurs,SAS,2015
191,0.52,367,16,0.364,44,188,23,17,148,207,0.504,411,105,0.734,143,79,14,1444,44,105,535,46,67,192,0.523,San Antonio,Cory Joseph,Spurs,SAS,2015
113,0.471,240,86,0.374,230,94,28,3,131,199,0.423,470,84,0.848,99,62,9,1388,26,85,568,31,61,157,0.515,San Antonio,Marco Belinelli,Spurs,SAS,2015
184,0.57,323,1,0.25,4,35,28,22,209,185,0.566,327,90,0.865,104,70,17,1122,109,162,461,16,65,318,0.567,San Antonio,Aron Baynes,Spurs,SAS,2015
169,0.558,303,0,0.0,0,78,30,37,161,169,0.558,303,90,0.75,120,52,35,1030,91,103,428,35,60,252,0.558,San Antonio,Tiago Splitter,Spurs,SAS,2015
48,0.462,104,46,0.365,126,47,34,12,86,94,0.409,230,30,0.811,37,72,19,935,29,65,264,10,11,115,0.509,San Antonio,Matt Bonner,Spurs,SAS,2015
66,0.429,154,62,0.341,182,87,26,2,54,128,0.381,336,33,0.825,40,51,0,801,21,58,351,28,35,75,0.473,San Antonio,Patty Mills,Spurs,SAS,2015
55,0.579,95,0,0.0,0,14,27,8,80,55,0.579,95,27,0.75,36,51,0,383,37,60,137,8,26,117,0.579,San Antonio,Jeff Ayres,Spurs,SAS,2015
28,0.359,78,3,0.273,11,28,21,7,67,31,0.348,89,9,0.643,14,33,8,358,5,28,74,15,10,72,0.365,San Antonio,Kyle Anderson,Spurs,SAS,2015
21,0.362,58,19,0.333,57,9,26,3,55,40,0.348,115,4,1.0,4,26,4,268,6,30,103,8,18,61,0.43,San Antonio,Austin Daye,Spurs,SAS,2015
12,0.6,20,3,0.158,19,10,28,0,12,15,0.385,39,4,1.0,4,20,0,105,5,12,37,1,2,17,0.423,San Antonio,Reggie Williams,Spurs,SAS,2015
4,0.8,5,0,0.0,2,0,24,2,3,4,0.571,7,0,0.0,0,4,0,25,3,6,8,0,2,6,0.571,San Antonio,JaMychal Green,Spurs,SAS,2015
