name,Age,G,GS,MP,FG,FGA,FGP,Three_P,Three_PA,Three_PP,Two_P,Two_PA,Two_PP,eFGP,FT,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,year,place,team,team_abbr
Devin Harris,33,65,0,1087,136,341,0.399,58,177,0.328,78,164,0.476,0.484,107,129,0.829,11,116,127,136,43,7,57,101,437,2017,Dallas,Mavericks,DAL
Yogi Ferrell,23,36,29,1046,142,345,0.412,60,149,0.403,82,196,0.418,0.499,64,73,0.877,16,83,99,155,40,7,56,79,408,2017,Dallas,Mavericks,DAL
Salah Mejri,30,73,11,905,88,137,0.642,1,3,0.333,87,134,0.649,0.646,36,61,0.59,97,211,308,14,32,61,40,152,213,2017,Dallas,Mavericks,DAL
J.J. Barea,32,35,6,771,142,343,0.414,53,148,0.358,89,195,0.456,0.491,44,51,0.863,9,75,84,193,14,1,63,30,381,2017,Dallas,Mavericks,DAL
Justin Anderson,23,51,2,710,111,277,0.401,37,122,0.303,74,155,0.477,0.468,70,88,0.795,39,110,149,32,28,16,40,64,329,2017,Dallas,Mavericks,DAL
Andrew Bogut,32,26,21,582,38,81,0.469,0,1,0.0,38,80,0.475,0.469,3,11,0.273,56,162,218,49,13,25,43,84,79,2017,Dallas,Mavericks,DAL
Nicolás Brussino,23,54,2,521,52,141,0.369,29,95,0.305,23,46,0.5,0.472,17,22,0.773,26,69,95,47,17,8,26,43,150,2017,Dallas,Mavericks,DAL
Nerlens Noel,22,22,12,483,77,134,0.575,0,0,0.0,77,134,0.575,0.575,34,48,0.708,47,103,150,20,22,24,22,55,188,2017,Dallas,Mavericks,DAL
Jonathan Gibson,29,17,0,231,35,95,0.368,15,45,0.333,20,50,0.4,0.447,21,29,0.724,1,21,22,26,8,0,21,21,106,2017,Dallas,Mavericks,DAL
A.J. Hammons,24,22,0,163,17,42,0.405,5,10,0.5,12,32,0.375,0.464,9,20,0.45,8,28,36,4,1,13,10,21,48,2017,Dallas,Mavericks,DAL
Jarrod Uthoff,23,9,0,115,16,38,0.421,3,9,0.333,13,29,0.448,0.461,5,7,0.714,8,14,22,9,2,4,3,8,40,2017,Dallas,Mavericks,DAL
Pierre Jackson,25,8,1,84,13,39,0.333,3,11,0.273,10,28,0.357,0.372,6,7,0.857,1,8,9,19,2,0,3,5,35,2017,Dallas,Mavericks,DAL
Quinn Cook,23,5,0,77,11,25,0.44,5,14,0.357,6,11,0.545,0.54,0,2,0.0,0,3,3,12,1,0,8,6,27,2017,Dallas,Mavericks,DAL
Quincy Acy,26,6,0,48,5,17,0.294,1,7,0.143,4,10,0.4,0.324,2,3,0.667,2,6,8,0,0,0,2,9,13,2017,Dallas,Mavericks,DAL
Manny Harris,27,4,0,25,3,15,0.2,0,2,0.0,3,13,0.231,0.2,2,4,0.5,3,6,9,2,0,0,2,1,8,2017,Dallas,Mavericks,DAL
DeAndre Liggins,28,1,0,25,3,6,0.5,0,1,0.0,3,5,0.6,0.5,2,3,0.667,3,4,7,0,2,0,0,3,8,2017,Dallas,Mavericks,DAL
Ben Bentil,21,3,0,10,0,3,0.0,0,1,0.0,0,2,0.0,0.0,0,0,0.0,0,2,2,0,0,0,1,1,0,2017,Dallas,Mavericks,DAL
Marc Gasol,32,74,74,2531,532,1160,0.459,104,268,0.388,428,892,0.48,0.503,278,332,0.837,60,404,464,338,67,99,166,171,1446,2017,Memphis,Grizzlies,MEM
Mike Conley,29,69,68,2292,464,1009,0.46,171,419,0.408,293,590,0.497,0.545,316,368,0.859,31,210,241,433,92,19,156,126,1415,2017,Memphis,Grizzlies,MEM
JaMychal Green,26,77,75,2101,250,500,0.5,55,145,0.379,195,355,0.549,0.555,134,167,0.802,167,377,544,84,47,34,94,248,689,2017,Memphis,Grizzlies,MEM
Tony Allen,35,71,66,1914,274,595,0.461,15,54,0.278,259,541,0.479,0.473,80,130,0.615,166,225,391,98,115,29,100,178,643,2017,Memphis,Grizzlies,MEM
Vince Carter,40,73,15,1799,193,490,0.394,112,296,0.378,81,194,0.418,0.508,88,115,0.765,36,191,227,133,60,36,50,163,586,2017,Memphis,Grizzlies,MEM
Zach Randolph,35,73,5,1786,433,964,0.449,21,94,0.223,412,870,0.474,0.46,141,193,0.731,182,416,598,122,38,10,99,136,1028,2017,Memphis,Grizzlies,MEM
James Ennis,26,64,28,1501,146,321,0.455,51,137,0.372,95,184,0.516,0.534,86,110,0.782,69,190,259,64,46,19,59,165,429,2017,Memphis,Grizzlies,MEM
Andrew Harrison,22,72,18,1474,117,360,0.325,43,156,0.276,74,204,0.363,0.385,148,194,0.763,23,113,136,198,53,21,85,194,425,2017,Memphis,Grizzlies,MEM
Troy Daniels,25,67,3,1183,185,495,0.374,138,355,0.389,47,140,0.336,0.513,43,54,0.796,22,78,100,46,20,4,45,90,551,2017,Memphis,Grizzlies,MEM
Chandler Parsons,28,34,34,675,75,222,0.338,25,93,0.269,50,129,0.388,0.394,35,43,0.814,6,78,84,55,20,5,24,52,210,2017,Memphis,Grizzlies,MEM
Jarell Martin,22,42,3,558,58,151,0.384,9,25,0.36,49,126,0.389,0.414,40,50,0.8,42,120,162,8,17,9,28,91,165,2017,Memphis,Grizzlies,MEM
Brandan Wright,29,28,5,447,83,135,0.615,0,1,0.0,83,134,0.619,0.615,23,35,0.657,31,47,78,15,11,20,10,42,189,2017,Memphis,Grizzlies,MEM
Troy Williams,22,24,13,418,51,123,0.415,10,41,0.244,41,82,0.5,0.455,15,25,0.6,6,39,45,19,24,9,26,42,127,2017,Memphis,Grizzlies,MEM
Wade Baldwin,20,33,1,405,36,115,0.313,3,22,0.136,33,93,0.355,0.326,31,37,0.838,11,35,46,61,18,7,39,40,106,2017,Memphis,Grizzlies,MEM
Toney Douglas,30,24,0,394,43,117,0.368,7,42,0.167,36,75,0.48,0.397,24,29,0.828,13,48,61,56,18,5,21,50,117,2017,Memphis,Grizzlies,MEM
Deyonta Davis,20,36,0,238,24,47,0.511,0,0,0.0,24,47,0.511,0.511,10,18,0.556,20,40,60,2,3,17,8,40,58,2017,Memphis,Grizzlies,MEM
Wayne Selden,22,11,2,189,20,50,0.4,3,21,0.143,17,29,0.586,0.43,12,18,0.667,1,10,11,12,4,1,9,12,55,2017,Memphis,Grizzlies,MEM
Anthony Davis,23,75,75,2708,770,1526,0.505,40,134,0.299,730,1392,0.524,0.518,519,647,0.802,172,712,884,157,94,167,181,168,2099,2017,New Orleans,Pelicans,NOP
Solomon Hill,25,80,71,2374,183,478,0.383,94,270,0.348,89,208,0.428,0.481,103,128,0.805,51,256,307,141,72,32,82,182,563,2017,New Orleans,Pelicans,NOP
Jrue Holiday,26,67,61,2190,405,893,0.454,100,281,0.356,305,612,0.498,0.51,119,168,0.708,46,218,264,488,100,44,194,133,1029,2017,New Orleans,Pelicans,NOP
E'Twaun Moore,27,73,22,1820,283,619,0.457,77,208,0.37,206,411,0.501,0.519,57,74,0.77,33,119,152,164,50,32,62,131,700,2017,New Orleans,Pelicans,NOP
Dante Cunningham,29,66,35,1649,174,359,0.485,71,181,0.392,103,178,0.579,0.584,16,27,0.593,56,221,277,37,39,28,28,100,435,2017,New Orleans,Pelicans,NOP
Tim Frazier,26,65,35,1525,163,404,0.403,40,128,0.313,123,276,0.446,0.453,98,129,0.76,34,139,173,335,56,6,101,133,464,2017,New Orleans,Pelicans,NOP
Terrence Jones,25,51,12,1264,231,489,0.472,19,75,0.253,212,414,0.512,0.492,103,170,0.606,65,238,303,59,39,53,48,67,584,2017,New Orleans,Pelicans,NOP
Buddy Hield,24,57,37,1161,185,471,0.393,89,241,0.369,96,230,0.417,0.487,29,33,0.879,19,147,166,77,18,7,48,81,488,2017,New Orleans,Pelicans,NOP
Langston Galloway,25,55,0,1120,165,441,0.374,101,268,0.377,64,173,0.37,0.489,40,52,0.769,20,101,121,65,40,5,28,76,471,2017,New Orleans,Pelicans,NOP
Alexis Ajinça,28,39,15,584,89,178,0.5,0,4,0.0,89,174,0.511,0.5,29,40,0.725,46,131,177,12,20,22,31,77,207,2017,New Orleans,Pelicans,NOP
DeMarcus Cousins,26,17,17,574,142,314,0.452,36,96,0.375,106,218,0.486,0.51,94,121,0.777,37,174,211,66,25,19,62,75,414,2017,New Orleans,Pelicans,NOP
Ömer Aşık,30,31,19,482,31,65,0.477,0,0,0.0,31,65,0.477,0.477,23,39,0.59,48,115,163,15,5,10,14,51,85,2017,New Orleans,Pelicans,NOP
Donatas Motiejūnas,26,34,0,479,57,138,0.413,11,47,0.234,46,91,0.505,0.453,25,49,0.51,26,75,101,32,18,11,31,55,150,2017,New Orleans,Pelicans,NOP
Tyreke Evans,27,26,0,474,91,227,0.401,21,70,0.3,70,157,0.446,0.447,45,58,0.776,6,80,86,91,23,4,39,41,248,2017,New Orleans,Pelicans,NOP
Jordan Crawford,28,19,0,442,105,218,0.482,37,95,0.389,68,123,0.553,0.567,20,26,0.769,4,30,34,57,11,2,25,30,267,2017,New Orleans,Pelicans,NOP
Cheick Diallo,20,17,0,199,36,76,0.474,0,0,0.0,36,76,0.474,0.474,15,21,0.714,23,50,73,4,4,7,7,17,87,2017,New Orleans,Pelicans,NOP
Hollis Thompson,25,9,8,191,11,41,0.268,6,24,0.25,5,17,0.294,0.341,6,9,0.667,4,24,28,9,6,0,2,14,34,2017,New Orleans,Pelicans,NOP
Lance Stephenson,26,6,0,162,26,55,0.473,1,10,0.1,25,45,0.556,0.482,5,8,0.625,3,15,18,29,2,1,11,18,58,2017,New Orleans,Pelicans,NOP
Anthony Brown,24,9,0,143,14,41,0.341,6,24,0.25,8,17,0.471,0.415,0,0,0.0,6,20,26,6,5,1,5,13,34,2017,New Orleans,Pelicans,NOP
Quinn Cook,23,9,0,111,22,41,0.537,6,12,0.5,16,29,0.552,0.61,2,3,0.667,1,3,4,14,3,0,5,7,52,2017,New Orleans,Pelicans,NOP
Reggie Williams,30,6,0,79,8,23,0.348,5,11,0.455,3,12,0.25,0.457,6,7,0.857,2,4,6,4,3,0,0,2,27,2017,New Orleans,Pelicans,NOP
Wayne Selden,22,3,3,47,5,8,0.625,4,7,0.571,1,1,1.0,0.875,2,4,0.5,0,5,5,1,2,0,3,6,16,2017,New Orleans,Pelicans,NOP
Axel Toupane,24,2,0,41,5,8,0.625,1,3,0.333,4,5,0.8,0.688,0,0,0.0,0,1,1,0,1,1,0,5,11,2017,New Orleans,Pelicans,NOP
Jarrett Jack,33,2,0,33,2,3,0.667,0,1,0.0,2,2,1.0,0.667,2,2,1.0,0,0,0,5,2,0,3,4,6,2017,New Orleans,Pelicans,NOP
Archie Goodwin,22,3,0,30,2,5,0.4,1,2,0.5,1,3,0.333,0.5,10,10,1.0,0,0,0,1,0,1,0,1,15,2017,New Orleans,Pelicans,NOP
Omri Casspi,28,1,0,24,5,9,0.556,2,4,0.5,3,5,0.6,0.667,0,0,0.0,1,1,2,0,0,0,2,3,12,2017,New Orleans,Pelicans,NOP
Kawhi Leonard,25,74,74,2474,636,1312,0.485,147,387,0.38,489,925,0.529,0.541,469,533,0.88,80,350,430,260,133,55,154,122,1888,2017,San Antonio,Spurs,SAS
LaMarcus Aldridge,31,72,72,2335,500,1049,0.477,23,56,0.411,477,993,0.48,0.488,220,271,0.812,172,351,523,139,46,88,98,158,1243,2017,San Antonio,Spurs,SAS
Danny Green,29,68,68,1807,176,449,0.392,118,311,0.379,58,138,0.42,0.523,27,32,0.844,31,193,224,124,70,57,76,120,497,2017,San Antonio,Spurs,SAS
Patty Mills,28,80,8,1754,273,621,0.44,147,355,0.414,126,266,0.474,0.558,66,80,0.825,24,117,141,280,65,3,101,109,759,2017,San Antonio,Spurs,SAS
Pau Gasol,36,64,39,1627,303,604,0.502,56,104,0.538,247,500,0.494,0.548,130,184,0.707,107,394,501,150,24,70,81,110,792,2017,San Antonio,Spurs,SAS
Tony Parker,34,63,63,1587,265,569,0.466,23,69,0.333,242,500,0.484,0.486,85,117,0.726,9,104,113,285,34,2,89,92,638,2017,San Antonio,Spurs,SAS
David Lee,33,79,10,1477,248,420,0.59,0,0,0.0,248,420,0.59,0.59,80,113,0.708,149,292,441,124,31,40,82,125,576,2017,San Antonio,Spurs,SAS
Jonathon Simmons,27,78,8,1392,177,421,0.42,30,102,0.294,147,319,0.461,0.456,99,132,0.75,20,140,160,126,47,25,76,146,483,2017,San Antonio,Spurs,SAS
Dewayne Dedmon,27,76,37,1330,161,259,0.622,0,0,0.0,161,259,0.622,0.622,65,93,0.699,129,367,496,44,37,61,61,180,387,2017,San Antonio,Spurs,SAS
Manu Ginóbili,39,69,0,1291,171,439,0.39,89,227,0.392,82,212,0.387,0.491,86,107,0.804,28,129,157,183,82,16,96,119,517,2017,San Antonio,Spurs,SAS
Kyle Anderson,23,72,14,1020,93,209,0.445,15,40,0.375,78,169,0.462,0.481,45,57,0.789,33,175,208,91,51,26,39,63,246,2017,San Antonio,Spurs,SAS
Dāvis Bertāns,24,67,6,808,103,234,0.44,69,173,0.399,34,61,0.557,0.588,28,34,0.824,22,76,98,46,20,28,32,75,303,2017,San Antonio,Spurs,SAS
Dejounte Murray,20,38,8,322,50,116,0.431,9,23,0.391,41,93,0.441,0.47,21,30,0.7,6,36,42,48,8,6,38,29,130,2017,San Antonio,Spurs,SAS
Bryn Forbes,23,36,0,285,36,99,0.364,17,53,0.321,19,46,0.413,0.449,5,6,0.833,2,21,23,23,1,0,11,20,94,2017,San Antonio,Spurs,SAS
Nicolás Laprovíttola,27,18,3,174,20,47,0.426,10,27,0.37,10,20,0.5,0.532,9,9,1.0,1,9,10,28,4,1,19,19,59,2017,San Antonio,Spurs,SAS
Joel Anthony,34,19,0,122,10,16,0.625,0,0,0.0,10,16,0.625,0.625,5,8,0.625,8,23,31,3,2,6,4,11,25,2017,San Antonio,Spurs,SAS
